chargesheet_id,case_id,court_id,court_name,filing_date,filing_officer_id,chargesheet_status
CHG001839,CR007744,CRT0047,Chikkamagaluru Senior Civil Court,2025-08-20,EMP003314,Accepted
CHG001840,CR007747,CRT0127,Tumakuru Senior Civil Court,2025-02-07,EMP008581,Accepted
CHG001841,CR007749,CRT0067,Dharwad Senior Civil Court,2025-02-06,EMP003871,Filed
CHG001842,CR007751,CRT0100,Kolar Special Court,2026-04-02,EMP006196,Filed
CHG001843,CR007752,CRT0082,Haveri Senior Civil Court,2025-07-09,EMP005082,Filed
CHG001844,CR007758,CRT0063,Davanagere Civil Judge and JMFC Court,2025-01-13,EMP003960,Filed
CHG001845,CR007761,CRT0042,Chikkaballapura Senior Civil Court,2025-09-10,EMP003291,Filed
CHG001846,CR007763,CRT0106,Mandya District and Sessions Court,2025-11-08,EMP006712,Filed
CHG001847,CR007764,CRT0080,Hassan Special Court,2025-09-02,EMP004869,Filed
CHG001848,CR007765,CRT0044,Chikkaballapura Family Court,2026-08-23,EMP003271,Accepted
CHG001849,CR007767,CRT0019,Bengaluru Rural Family Court,2024-12-21,EMP001381,Filed
CHG001850,CR007770,CRT0017,Bengaluru Rural Senior Civil Court,2026-06-20,EMP001311,Filed
CHG001851,CR007777,CRT0126,Tumakuru District and Sessions Court,2026-10-23,EMP008600,Filed
CHG001852,CR007778,CRT0066,Dharwad District and Sessions Court,2025-09-09,EMP004207,Filed
CHG001853,CR007780,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2026-01-15,EMP003307,Filed
CHG001854,CR007786,CRT0097,Kolar Senior Civil Court,2026-09-20,EMP006074,Filed
CHG001855,CR007795,CRT0069,Dharwad Family Court,2025-02-07,EMP004398,Filed
CHG001856,CR007801,CRT0065,Davanagere Special Court,2026-09-15,EMP000887,Returned for Correction
CHG001857,CR007816,CRT0056,Dakshina Kannada District and Sessions Court,2025-11-01,EMP003529,Filed
CHG001858,CR007818,CRT0086,Kalaburagi District and Sessions Court,2025-10-14,EMP005491,Filed
CHG001859,CR007821,CRT0096,Kolar District and Sessions Court,2025-04-01,EMP006295,Accepted
CHG001860,CR007823,CRT0077,Hassan Senior Civil Court,2025-03-13,EMP004773,Filed
CHG001861,CR007824,CRT0076,Hassan District and Sessions Court,2025-11-29,EMP004862,Filed
CHG001862,CR007825,CRT0039,Chamarajanagar Family Court,2026-12-09,EMP003256,Filed
CHG001863,CR007833,CRT0020,Bengaluru Rural Special Court,2025-02-01,EMP001335,Accepted
CHG001864,CR007834,CRT0080,Hassan Special Court,2026-04-05,EMP004702,Filed
CHG001865,CR007835,CRT0073,Gadag Civil Judge and JMFC Court,2026-11-24,EMP004521,Filed
CHG001866,CR007837,CRT0019,Bengaluru Rural Family Court,2026-09-21,EMP001412,Filed
CHG001867,CR007842,CRT0056,Dakshina Kannada District and Sessions Court,2024-08-18,EMP003454,Filed
CHG001868,CR007844,CRT0108,Mandya Civil Judge and JMFC Court,2027-01-05,EMP007060,Filed
CHG001869,CR007845,CRT0090,Kalaburagi Special Court,2025-01-18,EMP005359,Filed
CHG001870,CR007851,CRT0063,Davanagere Civil Judge and JMFC Court,2025-05-23,EMP004084,Filed
CHG001871,CR007855,CRT0099,Kolar Family Court,2025-03-12,EMP006134,Returned for Correction
CHG001872,CR007858,CRT0057,Dakshina Kannada Senior Civil Court,2025-11-15,EMP003377,Filed
CHG001873,CR007859,CRT0152,Yadgir Senior Civil Court,2026-04-01,EMP010052,Filed
CHG001874,CR007860,CRT0035,Bidar Special Court,2025-03-28,EMP003035,Filed
CHG001875,CR007863,CRT0076,Hassan District and Sessions Court,2025-12-22,EMP004670,Filed
CHG001876,CR007865,CRT0109,Mandya Family Court,2025-12-28,EMP006665,Accepted
CHG001877,CR007872,CRT0112,Mysuru Senior Civil Court,2025-08-10,EMP007172,Filed
CHG001878,CR007884,CRT0041,Chikkaballapura District and Sessions Court,2026-07-07,EMP003266,Filed
CHG001879,CR007889,CRT0063,Davanagere Civil Judge and JMFC Court,2026-03-09,EMP004084,Accepted
CHG001880,CR007898,CRT0041,Chikkaballapura District and Sessions Court,2025-02-23,EMP003287,Returned for Correction
CHG001881,CR007902,CRT0125,Shivamogga Special Court,2025-03-23,EMP008138,Returned for Correction
CHG001882,CR007904,CRT0023,Bengaluru South Civil Judge and JMFC Court,2026-05-28,EMP001752,Filed
CHG001883,CR007909,CRT0029,Bengaluru Urban Family Court,2025-12-18,EMP001916,Accepted
CHG001884,CR007913,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2026-10-10,EMP002047,Filed
CHG001885,CR007914,CRT0127,Tumakuru Senior Civil Court,2026-06-23,EMP008707,Filed
CHG001886,CR007916,CRT0078,Hassan Civil Judge and JMFC Court,2026-10-07,EMP004784,Filed
CHG001887,CR007921,CRT0127,Tumakuru Senior Civil Court,2026-05-13,EMP008593,Accepted
CHG001888,CR007927,CRT0113,Mysuru Civil Judge and JMFC Court,2026-01-05,EMP007291,Filed
CHG001889,CR007929,CRT0101,Koppal District and Sessions Court,2026-08-17,EMP006429,Accepted
CHG001890,CR007933,CRT0100,Kolar Special Court,2025-05-16,EMP006230,Filed
CHG001891,CR007934,CRT0118,Raichur Civil Judge and JMFC Court,2026-05-08,EMP007736,Filed
CHG001892,CR007939,CRT0109,Mandya Family Court,2025-05-15,EMP006825,Filed
CHG001893,CR007943,CRT0030,Bengaluru Urban Special Court,2026-07-04,EMP001919,Filed
CHG001894,CR007950,CRT0112,Mysuru Senior Civil Court,2026-06-10,EMP007203,Filed
CHG001895,CR007952,CRT0044,Chikkaballapura Family Court,2024-08-10,EMP003266,Accepted
CHG001896,CR007953,CRT0136,Uttara Kannada District and Sessions Court,2025-01-21,EMP009405,Filed
CHG001897,CR007962,CRT0077,Hassan Senior Civil Court,2026-03-15,EMP004779,Filed
CHG001898,CR007963,CRT0077,Hassan Senior Civil Court,2024-12-16,EMP004911,Filed
CHG001899,CR007965,CRT0121,Shivamogga District and Sessions Court,2025-11-26,EMP008230,Accepted
CHG001900,CR007975,CRT0068,Dharwad Civil Judge and JMFC Court,2025-11-06,EMP004365,Filed
CHG001901,CR007988,CRT0152,Yadgir Senior Civil Court,2026-03-12,EMP009967,Filed
CHG001902,CR007991,CRT0055,Chitradurga Special Court,2025-11-23,EMP000884,Returned for Correction
CHG001903,CR007997,CRT0129,Tumakuru Family Court,2026-01-28,EMP008789,Accepted
CHG001904,CR008000,CRT0029,Bengaluru Urban Family Court,2025-09-18,EMP001791,Filed
CHG001905,CR008001,CRT0053,Chitradurga Civil Judge and JMFC Court,2025-01-11,EMP003320,Filed
CHG001906,CR008011,CRT0118,Raichur Civil Judge and JMFC Court,2026-10-26,EMP000891,Filed
CHG001907,CR008015,CRT0100,Kolar Special Court,2026-07-15,EMP006071,Filed
CHG001908,CR008016,CRT0045,Chikkaballapura Special Court,2025-09-25,EMP003275,Filed
CHG001909,CR008020,CRT0074,Gadag Family Court,2026-03-28,EMP004472,Filed
CHG001910,CR008023,CRT0107,Mandya Senior Civil Court,2025-01-13,EMP006934,Filed
CHG001911,CR008024,CRT0088,Kalaburagi Civil Judge and JMFC Court,2026-09-24,EMP005390,Filed
CHG001912,CR008034,CRT0033,Bidar Civil Judge and JMFC Court,2025-11-17,EMP002890,Filed
CHG001913,CR008035,CRT0087,Kalaburagi Senior Civil Court,2025-05-03,EMP005608,Filed
CHG001914,CR008040,CRT0129,Tumakuru Family Court,2024-12-20,EMP008551,Filed
CHG001915,CR008049,CRT0096,Kolar District and Sessions Court,2026-03-29,EMP006227,Filed
CHG001916,CR008056,CRT0083,Haveri Civil Judge and JMFC Court,2026-02-23,EMP005105,Returned for Correction
CHG001917,CR008061,CRT0110,Mandya Special Court,2026-06-26,EMP006661,Accepted
CHG001918,CR008064,CRT0112,Mysuru Senior Civil Court,2024-12-12,EMP007150,Filed
CHG001919,CR008068,CRT0098,Kolar Civil Judge and JMFC Court,2025-02-03,EMP006110,Filed
CHG001920,CR008072,CRT0044,Chikkaballapura Family Court,2025-06-19,EMP003276,Filed
CHG001921,CR008076,CRT0096,Kolar District and Sessions Court,2026-01-24,EMP006321,Filed
CHG001922,CR008077,CRT0068,Dharwad Civil Judge and JMFC Court,2025-12-26,EMP004346,Filed
CHG001923,CR008080,CRT0113,Mysuru Civil Judge and JMFC Court,2025-05-13,EMP007283,Accepted
CHG001924,CR008093,CRT0105,Koppal Special Court,2026-07-07,EMP006479,Filed
CHG001925,CR008097,CRT0129,Tumakuru Family Court,2025-10-19,EMP008670,Filed
CHG001926,CR008099,CRT0040,Chamarajanagar Special Court,2025-03-25,EMP003255,Filed
CHG001927,CR008104,CRT0071,Gadag District and Sessions Court,2025-03-10,EMP004468,Filed
CHG001928,CR008105,CRT0126,Tumakuru District and Sessions Court,2025-05-20,EMP008492,Returned for Correction
CHG001929,CR008111,CRT0041,Chikkaballapura District and Sessions Court,2026-07-31,EMP003265,Filed
CHG001930,CR008112,CRT0108,Mandya Civil Judge and JMFC Court,2026-09-14,EMP006902,Returned for Correction
CHG001931,CR008115,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2025-11-07,EMP003284,Filed
CHG001932,CR008119,CRT0031,Bidar District and Sessions Court,2025-07-29,EMP003109,Filed
CHG001933,CR008120,CRT0024,Bengaluru South Family Court,2025-02-28,EMP001660,Accepted
CHG001934,CR008121,CRT0033,Bidar Civil Judge and JMFC Court,2025-02-07,EMP003026,Filed
CHG001935,CR008123,CRT0077,Hassan Senior Civil Court,2026-10-01,EMP004667,Filed
CHG001936,CR008125,CRT0047,Chikkamagaluru Senior Civil Court,2024-10-26,EMP003303,Filed
CHG001937,CR008127,CRT0097,Kolar Senior Civil Court,2025-11-03,EMP006028,Filed
CHG001938,CR008131,CRT0076,Hassan District and Sessions Court,2025-05-05,EMP004708,Accepted
CHG001939,CR008133,CRT0126,Tumakuru District and Sessions Court,2026-04-15,EMP008547,Filed
CHG001940,CR008136,CRT0122,Shivamogga Senior Civil Court,2025-04-01,EMP008125,Filed
CHG001941,CR008138,CRT0100,Kolar Special Court,2025-04-20,EMP006335,Filed
CHG001942,CR008146,CRT0116,Raichur District and Sessions Court,2026-04-27,EMP007694,Accepted
CHG001943,CR008147,CRT0017,Bengaluru Rural Senior Civil Court,2025-06-09,EMP001324,Filed
CHG001944,CR008150,CRT0123,Shivamogga Civil Judge and JMFC Court,2026-03-10,EMP008055,Filed
CHG001945,CR008158,CRT0151,Yadgir District and Sessions Court,2026-08-28,EMP009996,Filed
CHG001946,CR008160,CRT0076,Hassan District and Sessions Court,2026-03-13,EMP004700,Filed
CHG001947,CR008172,CRT0130,Tumakuru Special Court,2026-05-02,EMP008682,Accepted
CHG001948,CR008175,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-01-03,EMP008776,Accepted
CHG001949,CR008176,CRT0119,Raichur Family Court,2025-12-01,EMP000884,Filed
CHG001950,CR008178,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2025-07-09,EMP003301,Filed
CHG001951,CR008180,CRT0009,Ballari Family Court,2025-08-18,EMP000334,Accepted
CHG001952,CR008189,CRT0122,Shivamogga Senior Civil Court,2026-10-26,EMP008220,Filed
CHG001953,CR008191,CRT0125,Shivamogga Special Court,2025-09-02,EMP008165,Accepted
CHG001954,CR008201,CRT0047,Chikkamagaluru Senior Civil Court,2025-04-14,EMP003303,Accepted
CHG001955,CR008205,CRT0148,Vijayapura Civil Judge and JMFC Court,2025-07-28,EMP009562,Filed
CHG001956,CR008215,CRT0021,Bengaluru South District and Sessions Court,2025-03-03,EMP001570,Filed
CHG001957,CR008221,CRT0039,Chamarajanagar Family Court,2025-11-30,EMP003254,Accepted
CHG001958,CR008224,CRT0136,Uttara Kannada District and Sessions Court,2025-12-29,EMP009461,Accepted
CHG001959,CR008231,CRT0084,Haveri Family Court,2026-03-31,EMP005299,Accepted
CHG001960,CR008235,CRT0015,Belagavi Special Court,2025-09-22,EMP000977,Filed
CHG001961,CR008241,CRT0050,Chikkamagaluru Special Court,2026-08-15,EMP003316,Filed
CHG001962,CR008254,CRT0055,Chitradurga Special Court,2026-03-25,EMP000891,Filed
CHG001963,CR008255,CRT0122,Shivamogga Senior Civil Court,2024-10-02,EMP007976,Accepted
CHG001964,CR008259,CRT0110,Mandya Special Court,2026-03-09,EMP006639,Filed
CHG001965,CR008262,CRT0134,Udupi Family Court,2025-02-10,EMP009035,Filed
CHG001966,CR008263,CRT0017,Bengaluru Rural Senior Civil Court,2026-08-05,EMP001324,Accepted
CHG001967,CR008264,CRT0129,Tumakuru Family Court,2026-10-15,EMP008748,Accepted
CHG001968,CR008265,CRT0098,Kolar Civil Judge and JMFC Court,2026-06-02,EMP006212,Filed
CHG001969,CR008269,CRT0030,Bengaluru Urban Special Court,2025-07-19,EMP002299,Filed
CHG001970,CR008271,CRT0124,Shivamogga Family Court,2026-12-20,EMP007992,Accepted
CHG001971,CR008272,CRT0122,Shivamogga Senior Civil Court,2025-03-19,EMP008017,Filed
CHG001972,CR008276,CRT0055,Chitradurga Special Court,2025-10-19,EMP003336,Accepted
CHG001973,CR008277,CRT0022,Bengaluru South Senior Civil Court,2025-07-13,EMP001508,Filed
CHG001974,CR008278,CRT0126,Tumakuru District and Sessions Court,2026-11-04,EMP008654,Filed
CHG001975,CR008279,CRT0050,Chikkamagaluru Special Court,2026-05-23,EMP003298,Filed
CHG001976,CR008280,CRT0118,Raichur Civil Judge and JMFC Court,2026-02-06,EMP007763,Filed
CHG001977,CR008282,CRT0060,Dakshina Kannada Special Court,2025-10-08,EMP003382,Filed
CHG001978,CR008283,CRT0129,Tumakuru Family Court,2026-10-09,EMP008615,Filed
CHG001979,CR008285,CRT0083,Haveri Civil Judge and JMFC Court,2024-12-07,EMP005161,Filed
CHG001980,CR008288,CRT0059,Dakshina Kannada Family Court,2026-10-09,EMP003443,Filed
CHG001981,CR008291,CRT0076,Hassan District and Sessions Court,2025-01-14,EMP004675,Returned for Correction
CHG001982,CR008293,CRT0099,Kolar Family Court,2026-08-05,EMP006166,Filed
CHG001983,CR008301,CRT0121,Shivamogga District and Sessions Court,2026-02-02,EMP008110,Accepted
CHG001984,CR008318,CRT0080,Hassan Special Court,2026-01-29,EMP004639,Accepted
CHG001985,CR008326,CRT0139,Uttara Kannada Family Court,2026-09-16,EMP009249,Filed
CHG001986,CR008333,CRT0096,Kolar District and Sessions Court,2026-02-09,EMP006221,Filed
CHG001987,CR008335,CRT0015,Belagavi Special Court,2026-03-23,EMP001152,Accepted
CHG001988,CR008336,CRT0114,Mysuru Family Court,2026-06-18,EMP007301,Filed
CHG001989,CR008339,CRT0149,Vijayapura Family Court,2025-06-27,EMP009587,Filed
CHG001990,CR008341,CRT0030,Bengaluru Urban Special Court,2025-01-06,EMP002496,Accepted
CHG001991,CR008350,CRT0035,Bidar Special Court,2025-11-27,EMP002948,Filed
CHG001992,CR008351,CRT0029,Bengaluru Urban Family Court,2026-12-24,EMP002254,Accepted
CHG001993,CR008360,CRT0022,Bengaluru South Senior Civil Court,2025-07-09,EMP001529,Accepted
CHG001994,CR008363,CRT0129,Tumakuru Family Court,2025-09-29,EMP008399,Filed
CHG001995,CR008364,CRT0061,Davanagere District and Sessions Court,2026-09-11,EMP003830,Returned for Correction
CHG001996,CR008368,CRT0109,Mandya Family Court,2025-09-09,EMP006874,Returned for Correction
CHG001997,CR008372,CRT0099,Kolar Family Court,2026-03-10,EMP006073,Accepted
CHG001998,CR008376,CRT0118,Raichur Civil Judge and JMFC Court,2026-02-08,EMP000887,Filed
CHG001999,CR008382,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-06-05,EMP005599,Accepted
CHG002000,CR008392,CRT0025,Bengaluru South Special Court,2025-12-14,EMP001505,Filed
CHG002001,CR008396,CRT0137,Uttara Kannada Senior Civil Court,2025-09-10,EMP009193,Filed
CHG002002,CR008397,CRT0135,Udupi Special Court,2026-01-08,EMP008903,Accepted
CHG002003,CR008405,CRT0004,Bagalkote Family Court,2026-10-06,EMP000181,Filed
CHG002004,CR008409,CRT0127,Tumakuru Senior Civil Court,2025-09-07,EMP008547,Filed
CHG002005,CR008410,CRT0013,Belagavi Civil Judge and JMFC Court,2026-09-20,EMP000682,Filed
CHG002006,CR008413,CRT0126,Tumakuru District and Sessions Court,2026-11-01,EMP008452,Filed
CHG002007,CR008426,CRT0130,Tumakuru Special Court,2025-09-05,EMP008590,Filed
CHG002008,CR008429,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2025-05-13,EMP002254,Filed
CHG002009,CR008430,CRT0077,Hassan Senior Civil Court,2025-08-03,EMP004733,Filed
CHG002010,CR008434,CRT0146,Vijayapura District and Sessions Court,2026-07-03,EMP009779,Filed
CHG002011,CR008438,CRT0057,Dakshina Kannada Senior Civil Court,2025-11-26,EMP003664,Accepted
CHG002012,CR008443,CRT0129,Tumakuru Family Court,2026-08-07,EMP008542,Accepted
CHG002013,CR008450,CRT0129,Tumakuru Family Court,2026-03-16,EMP008526,Filed
CHG002014,CR008452,CRT0121,Shivamogga District and Sessions Court,2026-06-15,EMP008238,Filed
CHG002015,CR008456,CRT0086,Kalaburagi District and Sessions Court,2025-11-27,EMP005357,Filed
CHG002016,CR008467,CRT0128,Tumakuru Civil Judge and JMFC Court,2024-09-02,EMP008534,Filed
CHG002017,CR008468,CRT0152,Yadgir Senior Civil Court,2026-10-24,EMP010057,Filed
CHG002018,CR008469,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2026-09-02,EMP001281,Returned for Correction
CHG002019,CR008470,CRT0112,Mysuru Senior Civil Court,2025-06-24,EMP007314,Accepted
CHG002020,CR008478,CRT0009,Ballari Family Court,2026-08-21,EMP000303,Filed
CHG002021,CR008480,CRT0084,Haveri Family Court,2026-04-28,EMP005273,Accepted
CHG002022,CR008486,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-02-11,EMP008259,Filed
CHG002023,CR008488,CRT0109,Mandya Family Court,2025-01-16,EMP007020,Filed
CHG002024,CR008494,CRT0047,Chikkamagaluru Senior Civil Court,2026-12-01,EMP003310,Accepted
CHG002025,CR008499,CRT0105,Koppal Special Court,2025-08-15,EMP006517,Filed
CHG002026,CR008501,CRT0092,Kodagu Senior Civil Court,2025-05-18,EMP005769,Filed
CHG002027,CR008507,CRT0003,Bagalkote Civil Judge and JMFC Court,2025-02-05,EMP000093,Accepted
CHG002028,CR008514,CRT0089,Kalaburagi Family Court,2026-01-29,EMP005363,Accepted
CHG002029,CR008515,CRT0140,Uttara Kannada Special Court,2025-01-14,EMP009364,Accepted
CHG002030,CR008519,CRT0109,Mandya Family Court,2026-07-18,EMP003309,Filed
CHG002031,CR008521,CRT0117,Raichur Senior Civil Court,2025-08-17,EMP007757,Filed
CHG002032,CR008524,CRT0100,Kolar Special Court,2025-09-12,EMP006114,Accepted
CHG002033,CR008540,CRT0015,Belagavi Special Court,2025-10-27,EMP001106,Filed
CHG002034,CR008543,CRT0041,Chikkaballapura District and Sessions Court,2026-01-16,EMP003293,Filed
CHG002035,CR008546,CRT0049,Chikkamagaluru Family Court,2025-01-08,EMP003306,Filed
CHG002036,CR008551,CRT0090,Kalaburagi Special Court,2026-08-25,EMP005640,Accepted
CHG002037,CR008552,CRT0021,Bengaluru South District and Sessions Court,2025-10-08,EMP001546,Filed
CHG002038,CR008564,CRT0027,Bengaluru Urban Senior Civil Court,2025-02-26,EMP002339,Filed
CHG002039,CR008565,CRT0038,Chamarajanagar Civil Judge and JMFC Court,2025-12-15,EMP003261,Accepted
CHG002040,CR008574,CRT0146,Vijayapura District and Sessions Court,2026-06-06,EMP009560,Filed
CHG002041,CR008582,CRT0049,Chikkamagaluru Family Court,2025-10-17,EMP003302,Filed
CHG002042,CR008583,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-12-03,EMP003404,Returned for Correction
CHG002043,CR008590,CRT0033,Bidar Civil Judge and JMFC Court,2025-11-12,EMP002950,Filed
CHG002044,CR008592,CRT0113,Mysuru Civil Judge and JMFC Court,2024-10-25,EMP007397,Filed
CHG002045,CR008596,CRT0002,Bagalkote Senior Civil Court,2026-07-16,EMP000083,Filed
CHG002046,CR008601,CRT0044,Chikkaballapura Family Court,2026-07-28,EMP003280,Accepted
CHG002047,CR008607,CRT0106,Mandya District and Sessions Court,2025-03-14,EMP006631,Filed
CHG002048,CR008611,CRT0012,Belagavi Senior Civil Court,2025-11-16,EMP000554,Filed
CHG002049,CR008613,CRT0078,Hassan Civil Judge and JMFC Court,2026-01-23,EMP004656,Filed
CHG002050,CR008616,CRT0111,Mysuru District and Sessions Court,2025-05-21,EMP007292,Accepted
CHG002051,CR008618,CRT0131,Udupi District and Sessions Court,2026-06-16,EMP008950,Filed
CHG002052,CR008623,CRT0102,Koppal Senior Civil Court,2025-02-05,EMP006490,Filed
CHG002053,CR008627,CRT0121,Shivamogga District and Sessions Court,2026-03-23,EMP008128,Filed
CHG002054,CR008628,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-06-30,EMP005576,Filed
CHG002055,CR008631,CRT0126,Tumakuru District and Sessions Court,2026-07-12,EMP008513,Filed
CHG002056,CR008632,CRT0127,Tumakuru Senior Civil Court,2025-06-23,EMP008571,Filed
CHG002057,CR008639,CRT0009,Ballari Family Court,2026-06-14,EMP000360,Accepted
CHG002058,CR008650,CRT0110,Mandya Special Court,2025-02-06,EMP006805,Filed
CHG002059,CR008654,CRT0113,Mysuru Civil Judge and JMFC Court,2025-03-13,EMP007121,Filed
CHG002060,CR008661,CRT0013,Belagavi Civil Judge and JMFC Court,2025-10-24,EMP000606,Filed
CHG002061,CR008667,CRT0117,Raichur Senior Civil Court,2025-07-05,EMP007876,Filed
CHG002062,CR008670,CRT0140,Uttara Kannada Special Court,2026-08-26,EMP009272,Filed
CHG002063,CR008678,CRT0037,Chamarajanagar Senior Civil Court,2025-08-16,EMP003261,Returned for Correction
CHG002064,CR008681,CRT0034,Bidar Family Court,2025-01-18,EMP003191,Accepted
CHG002065,CR008684,CRT0011,Belagavi District and Sessions Court,2025-12-03,EMP000713,Accepted
CHG002066,CR008689,CRT0032,Bidar Senior Civil Court,2026-03-11,EMP003007,Filed
CHG002067,CR008692,CRT0136,Uttara Kannada District and Sessions Court,2026-01-06,EMP009388,Accepted
CHG002068,CR008696,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-11-17,EMP001528,Filed
CHG002069,CR008698,CRT0109,Mandya Family Court,2025-09-11,EMP003316,Filed
CHG002070,CR008699,CRT0122,Shivamogga Senior Civil Court,2025-10-29,EMP008359,Filed
CHG002071,CR008703,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-02-08,EMP008028,Returned for Correction
CHG002072,CR008709,CRT0013,Belagavi Civil Judge and JMFC Court,2026-04-14,EMP000872,Filed
CHG002073,CR008710,CRT0099,Kolar Family Court,2026-04-06,EMP006367,Filed
CHG002074,CR008713,CRT0153,Yadgir Civil Judge and JMFC Court,2025-03-13,EMP009977,Filed
CHG002075,CR008716,CRT0027,Bengaluru Urban Senior Civil Court,2025-02-19,EMP001919,Returned for Correction
CHG002076,CR008722,CRT0040,Chamarajanagar Special Court,2025-05-18,EMP003255,Accepted
CHG002077,CR008723,CRT0027,Bengaluru Urban Senior Civil Court,2025-07-24,EMP001852,Filed
CHG002078,CR008724,CRT0120,Raichur Special Court,2026-11-25,EMP007783,Accepted
CHG002079,CR008725,CRT0107,Mandya Senior Civil Court,2025-01-29,EMP006658,Returned for Correction
CHG002080,CR008735,CRT0146,Vijayapura District and Sessions Court,2025-06-22,EMP009595,Filed
CHG002081,CR008737,CRT0090,Kalaburagi Special Court,2024-12-23,EMP005573,Filed
CHG002082,CR008742,CRT0045,Chikkaballapura Special Court,2026-06-14,EMP003270,Filed
CHG002083,CR008749,CRT0113,Mysuru Civil Judge and JMFC Court,2025-11-19,EMP007149,Filed
CHG002084,CR008752,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-08-24,EMP008410,Filed
CHG002085,CR008763,CRT0077,Hassan Senior Civil Court,2024-12-17,EMP004618,Accepted
CHG002086,CR008766,CRT0122,Shivamogga Senior Civil Court,2025-08-10,EMP008214,Filed
CHG002087,CR008771,CRT0044,Chikkaballapura Family Court,2025-06-23,EMP003281,Filed
CHG002088,CR008772,CRT0095,Kodagu Special Court,2025-10-25,EMP005820,Returned for Correction
CHG002089,CR008775,CRT0129,Tumakuru Family Court,2026-10-20,EMP008297,Filed
CHG002090,CR008777,CRT0098,Kolar Civil Judge and JMFC Court,2026-03-01,EMP006344,Filed
CHG002091,CR008781,CRT0015,Belagavi Special Court,2026-01-20,EMP001013,Accepted
CHG002092,CR008782,CRT0150,Vijayapura Special Court,2026-03-16,EMP009793,Returned for Correction
CHG002093,CR008796,CRT0118,Raichur Civil Judge and JMFC Court,2025-08-29,EMP007778,Filed
CHG002094,CR008806,CRT0124,Shivamogga Family Court,2025-08-10,EMP008247,Accepted
CHG002095,CR008816,CRT0113,Mysuru Civil Judge and JMFC Court,2025-07-07,EMP007244,Accepted
CHG002096,CR008834,CRT0046,Chikkamagaluru District and Sessions Court,2026-11-30,EMP003314,Filed
CHG002097,CR008836,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-07-08,EMP005352,Returned for Correction
CHG002098,CR008843,CRT0017,Bengaluru Rural Senior Civil Court,2025-04-22,EMP001352,Accepted
CHG002099,CR008849,CRT0089,Kalaburagi Family Court,2025-05-05,EMP005350,Filed
CHG002100,CR008851,CRT0111,Mysuru District and Sessions Court,2025-09-10,EMP007414,Accepted
CHG002101,CR008852,CRT0106,Mandya District and Sessions Court,2026-01-20,EMP006874,Filed
CHG002102,CR008854,CRT0032,Bidar Senior Civil Court,2025-03-13,EMP002897,Accepted
CHG002103,CR008857,CRT0076,Hassan District and Sessions Court,2025-06-08,EMP004682,Accepted
CHG002104,CR008858,CRT0049,Chikkamagaluru Family Court,2026-01-31,EMP003297,Accepted
CHG002105,CR008860,CRT0100,Kolar Special Court,2025-02-13,EMP006294,Accepted
CHG002106,CR008862,CRT0139,Uttara Kannada Family Court,2026-02-01,EMP009340,Filed
CHG002107,CR008863,CRT0097,Kolar Senior Civil Court,2025-03-01,EMP006303,Filed
CHG002108,CR008864,CRT0009,Ballari Family Court,2026-05-09,EMP000359,Filed
CHG002109,CR008870,CRT0079,Hassan Family Court,2025-07-03,EMP004780,Filed
CHG002110,CR008873,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-02-07,EMP009377,Accepted
CHG002111,CR008883,CRT0008,Ballari Civil Judge and JMFC Court,2026-11-25,EMP000442,Filed
CHG002112,CR008889,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-05-07,EMP003460,Filed
CHG002113,CR008892,CRT0111,Mysuru District and Sessions Court,2026-06-27,EMP007296,Filed
CHG002114,CR008893,CRT0111,Mysuru District and Sessions Court,2025-09-12,EMP007292,Filed
CHG002115,CR008909,CRT0083,Haveri Civil Judge and JMFC Court,2026-08-23,EMP005265,Accepted
CHG002116,CR008914,CRT0098,Kolar Civil Judge and JMFC Court,2026-02-26,EMP006080,Filed
CHG002117,CR008921,CRT0088,Kalaburagi Civil Judge and JMFC Court,2026-03-06,EMP005413,Filed
CHG002118,CR008927,CRT0112,Mysuru Senior Civil Court,2025-12-14,EMP007097,Filed
CHG002119,CR008931,CRT0107,Mandya Senior Civil Court,2026-10-11,EMP006649,Filed
CHG002120,CR008933,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-01-16,EMP008482,Accepted
CHG002121,CR008936,CRT0131,Udupi District and Sessions Court,2025-06-04,EMP009138,Accepted
CHG002122,CR008942,CRT0034,Bidar Family Court,2025-05-02,EMP002886,Filed
CHG002123,CR008944,CRT0045,Chikkaballapura Special Court,2025-10-04,EMP003264,Filed
