occurrence_id,case_id,occurrence_datetime,time_slot,district,taluk,gram_panchayat,village,police_station,crime_latitude,crime_longitude
OCC009112,CR009112,2025-01-11 17:08:43,Night,Ballari,Sandur,Metriki,Lakkalahalli,Moka PS,15.175132,76.878019
OCC009113,CR009113,2025-08-05 10:21:39,Morning,Chikkamagaluru,Koppa,Atthikodige,Honnagundi,Koppa PS,13.348947,75.788353
OCC009114,CR009114,2024-11-04 12:19:24,Morning,Kodagu,Virajpet,Kannangala,Kannangala,Virajpet Town PS,12.333596,75.842083
OCC009115,CR009115,2026-04-01 08:51:39,Afternoon,Raichur,Arakera,Mustur,Teggihal,Hutti PS,16.190736,77.3381
OCC009116,CR009116,2025-03-11 22:51:02,Afternoon,Bengaluru Rural,Devanahalli,Mandibele,Haliyur (D),Hosakote PS,13.21126,77.578773
OCC009117,CR009117,2025-10-17 12:03:13,Night,Chikkamagaluru,Narasimharajapura,Unknown,Yadehalli,Jayapura PS,13.274405,75.734237
OCC009118,CR009118,2025-01-11 08:07:20,Evening,Belagavi,Kittur,Khodanpur,Kulamanatti,Belgaum South Traffic PS,15.868285,74.50926
OCC009119,CR009119,2025-05-18 15:07:21,Night,Bengaluru South,Magadi,Srigiripura,Bettahalli,Ramanagara Traffic PS,13.001878,77.632484
OCC009120,CR009120,2026-01-31 12:51:50,Evening,Uttara Kannada,Sirsi,Unchalli,Somanalli,Yellapura PS,14.832266,74.693234
OCC009121,CR009121,2025-04-02 05:32:53,Night,Uttara Kannada,Mundgod,Onikeri,Onikeri,UK Women PS,14.834044,74.709228
OCC009122,CR009122,2026-05-18 10:44:30,Night,Chikkaballapura,Sidlaghatta,Basettyhalli,Valasenahalli,Nandi Giridhama PS,13.399935,77.704271
OCC009123,CR009123,2024-08-07 02:46:25,Morning,Dakshina Kannada,Puttur,Bannuru,Bannur (Rural),Punjalkatte PS,12.923369,74.852673
OCC009124,CR009124,2025-09-23 16:29:12,Night,Bagalkote,Mudhol,Laxanatti,Palkimanya,Mahalingapur PS,16.175229,75.672972
OCC009125,CR009125,2025-03-09 15:45:49,Evening,Mysuru,Hunsur,Hegganduru,Hosakote,Narasimharaja Traffic PS,12.267602,76.665098
OCC009126,CR009126,2025-12-02 04:29:08,Morning,Belagavi,Belagavi,Kukadolli,Kukadoli,Belagavi Rural PS,15.841882,74.512416
OCC009127,CR009127,2025-04-01 17:18:42,Morning,Mandya,Mandya,Soonagahalli,Boothana Hosur,Bindiganavile PS,12.540871,76.860897
OCC009128,CR009128,2026-04-30 22:56:38,Morning,Kolar,Malur,Dadinaikanahallidoddi,Dadinayakanadoddi,KGF CEN Crime PS,13.15554,78.161563
OCC009129,CR009129,2026-01-17 16:50:03,Morning,Hassan,Hassan,Unknown,Channapattanna,Sakaleshpura Town PS,13.021568,76.063866
OCC009130,CR009130,2024-11-04 01:04:06,Morning,Hassan,Alur,Magge,Bekkadi,Hassan Women PS,13.022293,76.100452
OCC009131,CR009131,2025-03-18 13:42:41,Afternoon,Belagavi,Yaragatti,Yarazarvi,Budigoppa,Belgaum North Traffic PS,15.878162,74.532235
OCC009132,CR009132,2026-01-18 15:18:33,Evening,Chikkamagaluru,Chikkamagaluru,Anooru,Hedadalu,Jayapura PS,13.276775,75.740575
OCC009133,CR009133,2026-02-03 00:06:00,Afternoon,Bengaluru Urban,Bengaluru North,Kodigehalli,Seegehalli,Electronic City Traffic PS,12.968643,77.618878
OCC009134,CR009134,2024-11-24 11:51:11,Afternoon,Mysuru,Krishnarajanagara,Chandagalu,Katnalhantha,Nanjangudu Traffic PS,12.269656,76.63188
OCC009135,CR009135,2025-03-13 21:24:07,Night,Hassan,Belur,Andale,Konaikanahalli Jodi,Sakaleshpura Town PS,13.022674,76.054638
OCC009136,CR009136,2026-02-26 00:11:27,Evening,Dakshina Kannada,Kadaba,Bilinele,Bilinele,Moodabidre PS,12.879882,74.880814
OCC009137,CR009137,2026-03-29 16:29:11,Evening,Yadgir,Yadgir,Varkanalli,Workenhalli,Yadgir CEN Crime PS,16.757277,77.13544
OCC009138,CR009138,2025-04-01 05:09:46,Night,Kolar,Srinivaspur,Hodali,Kotraguli,Rayalpad PS,13.158398,78.13123
OCC009139,CR009139,2025-08-23 15:37:05,Night,Bengaluru Rural,Nelamangala,Kannegowdanahalli,Huralihalli,Attibele PS,13.200258,77.58187
OCC009140,CR009140,2024-09-21 18:25:39,Afternoon,Kolar,Malur,Kondasettihalli,Nakkanahalli,Rayalpad PS,13.155976,78.111907
OCC009141,CR009141,2025-05-12 03:56:39,Late Night,Davanagere,Nyamathi,Ganganakote,Bijogatte,KTJ Nagar PS,14.461678,75.881666
OCC009142,CR009142,2024-10-14 14:30:24,Afternoon,Mysuru,Nanjangud,Duggahalli,Yalehalli,Ashokpuram PS,12.350884,76.610625
OCC009143,CR009143,2025-12-22 07:58:55,Evening,Chamarajanagar,Gundlupet,Somahalli,Amarahosahalli,Chamarajanagar Traffic PS,11.897377,76.970297
OCC009144,CR009144,2024-07-23 08:30:22,Night,Kalaburagi,Aland,Khajuri,Khajuri,Yedrami PS,17.307132,76.860008
OCC009145,CR009145,2025-11-05 10:00:46,Morning,Kalaburagi,Yadrami,Malli,Malli,Ferhatabad PS,17.316028,76.792806
OCC009146,CR009146,2025-12-15 05:24:11,Afternoon,Uttara Kannada,Sirsi,Kangod,Ajjibal,Yellapura PS,14.836963,74.720464
OCC009147,CR009147,2024-09-25 10:56:31,Afternoon,Kalaburagi,Kamalapur,Kalamood,Antapnhal,Station Bazar PS,17.362147,76.827126
OCC009148,CR009148,2025-10-03 19:42:53,Late Night,Tumakuru,Turuvekere,Kodigehalli,Turuvekere (Rural),Turuvekere PS,13.336885,77.072123
OCC009149,CR009149,2024-08-30 14:36:01,Afternoon,Dakshina Kannada,Sulya,Balila,Mupperia,Ullal PS,12.956343,74.834238
OCC009150,CR009150,2024-12-05 02:08:01,Night,Bengaluru Rural,Nelamangala,Arebommanahalli,Thalekere,Vishwanathapura PS,13.241906,77.582253
OCC009151,CR009151,2025-01-02 05:24:57,Morning,Belagavi,Savadatti,Betasur,Yadravi,Belagavi City CEN Crime PS,15.829917,74.499433
OCC009152,CR009152,2026-04-15 05:26:06,Late Night,Belagavi,Khanapur,Nagargali,Tavargatti,Chikkodi PS,15.86758,74.464853
OCC009153,CR009153,2026-03-28 14:06:03,Evening,Belagavi,Gokak,Koujalagi,Koujalgi,Nippani Town PS,15.835411,74.518348
OCC009154,CR009154,2025-02-08 23:22:46,Morning,Kolar,Mulbagal,Devarayasamudra,Keeluholali,BEML Nagar PS,13.134064,78.141782
OCC009155,CR009155,2025-08-22 10:06:40,Afternoon,Uttara Kannada,Sirsi,Kangod,Kangod,Mallapura PS,14.797242,74.665608
OCC009156,CR009156,2024-12-29 09:31:18,Evening,Kolar,Bangarapet,Kamasamudra,Janagutta,Kolar Women PS,13.099865,78.119109
OCC009157,CR009157,2024-10-11 16:44:28,Evening,Bengaluru Urban,Yelahanka,Bandikodagehalli,Palya,Shivajinagar Traffic PS,12.995416,77.637992
OCC009158,CR009158,2025-12-14 10:47:45,Evening,Hassan,Hassan,Kuduragundi,Kuduragundi,Halebeedu PS,13.000759,76.100668
OCC009159,CR009159,2024-07-22 15:57:33,Morning,Koppal,Gangawati,Chikkajanthakal,Hosalli,Kuknoor PS,15.334151,76.176355
OCC009160,CR009160,2025-03-10 21:54:26,Night,Vijayapura,Babaleshwar,Nidoni,Dasyal,Zalaki PS,16.874882,75.689665
OCC009161,CR009161,2025-10-18 05:49:11,Evening,Dakshina Kannada,Puttur,Ariyadka,Ariyadka,Bantwala Traffic PS,12.936846,74.895366
OCC009162,CR009162,2025-01-26 19:31:14,Evening,Davanagere,Harihar,Sarati,Karalahalli,Davanagere Extention PS,14.476366,75.982176
OCC009163,CR009163,2026-02-02 16:00:16,Afternoon,Hassan,Channarayapatna,Bagur,Dasapura,Hassan CEN Crime PS,13.020114,76.056054
OCC009164,CR009164,2025-01-06 11:28:50,Evening,Tumakuru,Koratagere,Kyamenahalli,Hosahalli,Koratagere PS,13.318778,77.127366
OCC009165,CR009165,2025-02-18 20:58:52,Night,Kolar,Srinivaspur,Somayajalapalli,Chinnepalli,Mulbagal Town PS,13.101857,78.127941
OCC009166,CR009166,2025-09-23 13:43:22,Morning,Chitradurga,Hosdurga,Kellodu,Attigatta,Chitradurga Extension PS,14.231391,76.385498
OCC009167,CR009167,2025-03-10 20:22:11,Evening,Dharwad,Kalghatgi,Beeravalli,Beeravalli,Alnavar PS,15.448668,74.995914
OCC009168,CR009168,2026-02-07 20:25:25,Afternoon,Bengaluru South,Magadi,Lakkenahalli,Marikuppe,M.K. Doddi PS,12.994713,77.596651
OCC009169,CR009169,2026-04-15 03:45:55,Evening,Chitradurga,Hosdurga,Unknown,Hosadurga,Chitradurga CEN Crime PS,14.17609,76.377222
OCC009170,CR009170,2024-10-17 00:30:25,Morning,Kolar,Srinivaspur,Lakshmisagara,Beerganahalli,KGF CEN Crime PS,13.156644,78.139952
OCC009171,CR009171,2024-08-13 11:51:43,Afternoon,Bengaluru Rural,Nelamangala,Unknown,Krishnarajapura,Hosakote PS,13.226158,77.577899
OCC009172,CR009172,2026-02-27 14:55:33,Evening,Davanagere,Honnali,Sasvehalli,Sasavehalli,KTJ Nagar PS,14.448666,75.90967
OCC009173,CR009173,2024-08-29 15:12:24,Evening,Bengaluru Rural,Devanahalli,Bijjawara,Gollahalli,Attibele PS,13.206161,77.570993
OCC009174,CR009174,2025-05-05 02:30:56,Afternoon,Kalaburagi,Aland,Bhodhan,Gunjbablad,Roza PS,17.314761,76.860512
OCC009175,CR009175,2025-05-25 14:08:37,Evening,Dharwad,Kalghatgi,Beeravalli,Astakatti,Alnavar PS,15.435335,74.985647
OCC009176,CR009176,2024-10-17 02:20:55,Night,Kolar,Mulbagal,Mudiyanur,Mudiyanur,Kolar Rural PS,13.139099,78.09449
OCC009177,CR009177,2025-08-20 06:29:39,Afternoon,Haveri,Hangal,Hirehullala,Tavargoppa,Shiggaon PS,14.748654,75.388664
OCC009178,CR009178,2025-05-29 12:16:11,Afternoon,Chikkamagaluru,Sringeri,Vidyaranayapura,Sringeri (Rural),Koppa PS,13.339844,75.809514
OCC009179,CR009179,2026-04-05 22:07:56,Afternoon,Mandya,Nagamangala,Bhimanahalli,Sunaganahalli,Arakere PS,12.572485,76.925624
OCC009180,CR009180,2026-02-21 10:28:56,Afternoon,Mysuru,Piriyapatna,Chapparadahalli,Hunasethoppalu,Jayalakshmipuram PS,12.30328,76.663143
OCC009181,CR009181,2025-02-08 06:53:51,Evening,Kalaburagi,Aland,Bhodhan,Gunjbablad,Kalaburagi CEN Crime PS,17.342856,76.851085
OCC009182,CR009182,2025-09-02 03:37:08,Night,Shivamogga,Shikarpur,Belagavi,Javagatte,Bhadravathi Old Town PS,13.933704,75.521308
OCC009183,CR009183,2024-10-20 12:32:11,Evening,Dharwad,Navalgund,Gudisagar,Kadadahalli,APMC Navanagar,15.454276,74.992113
OCC009184,CR009184,2024-11-17 08:30:44,Afternoon,Shivamogga,Tirthahalli,Hosahalli,Hosahalli,Anavatti PS,13.9124,75.606614
OCC009185,CR009185,2024-12-03 03:56:36,Evening,Bengaluru South,Magadi,Sathanur,Halasabele,Ijoor PS,12.974113,77.630542
OCC009186,CR009186,2024-09-16 20:42:39,Afternoon,Kalaburagi,Aland,Hadalgi,Zalki,University PS,17.369227,76.846925
OCC009187,CR009187,2024-09-20 21:51:01,Night,Belagavi,Savadatti,Sutagatti,Sutagatti,Nandagad PS,15.889635,74.503193
OCC009188,CR009188,2024-09-25 21:53:45,Night,Mandya,Krishnarajpet,Mandagere,Bevinahalli,Nagamangala Town PS,12.530345,76.874623
OCC009189,CR009189,2025-12-13 06:38:53,Morning,Chikkaballapura,Gauribidanur,Muddalodu,Gollahalli,Peresandra PS,13.466889,77.72741
OCC009190,CR009190,2024-10-29 03:04:09,Evening,Mandya,Mandya,Mangala,Hebbakavadi,K.R. Pet Rural PS,12.502783,76.847343
OCC009191,CR009191,2025-03-15 22:28:15,Morning,Mandya,Nagamangala,Chunchanahalli,Yalachikere,Malavalli Rural PS,12.534152,76.884028
OCC009192,CR009192,2025-08-28 15:40:45,Morning,Chikkaballapura,Manchenahalli,Jarabandanahalli,Pidachalahalli,Nandi Giridhama PS,13.431924,77.701983
OCC009193,CR009193,2024-08-17 02:15:55,Night,Raichur,Maski,Pamanakallur,Benchamardi,Yeregera PS,16.255113,77.334862
OCC009194,CR009194,2025-06-01 13:44:05,Afternoon,Kolar,Bangarapet,Kamasamudra,Janagutta,KGF CEN Crime PS,13.14549,78.160096
OCC009195,CR009195,2025-05-27 09:49:42,Afternoon,Kolar,Mulbagal,Nangli,Nangali,KGF CEN Crime PS,13.161736,78.148844
OCC009196,CR009196,2026-03-26 13:04:50,Night,Dharwad,Dharwad,Kanakur,Talwai,Annigeri PS,15.493978,74.997821
OCC009197,CR009197,2025-11-08 12:04:13,Afternoon,Tumakuru,Pavagada,Rajavanthi,Kanivenahalli,Kallambella PS,13.289184,77.07827
OCC009198,CR009198,2024-12-22 09:19:55,Morning,Chikkamagaluru,Sringeri,Addagadde,Kavadi,Jayapura PS,13.277011,75.742895
OCC009199,CR009199,2025-03-26 14:36:06,Afternoon,Chamarajanagar,Kollegal,Maduvinahalli,Lakshmipura,Chamarajanagar Traffic PS,11.911264,76.966393
OCC009200,CR009200,2025-04-23 05:36:31,Evening,Kolar,Srinivaspur,Lakshmisagara,Beerganahalli,KGF CEN Crime PS,13.153078,78.139297
OCC009201,CR009201,2024-08-02 11:37:28,Night,Belagavi,Raybag,Sirgur,Gundwad,Ghataprabha PS,15.833395,74.524973
OCC009202,CR009202,2025-11-21 15:01:25,Evening,Chitradurga,Chitradurga,Muddapura,Muddapura,Chitradurga Extension PS,14.237249,76.368517
OCC009203,CR009203,2025-03-28 11:25:43,Evening,Bengaluru Urban,Anekal,Bannerugatta,Bannerughatta,Kadugondana Halli PS,13.006779,77.58118
OCC009204,CR009204,2025-09-06 17:04:42,Morning,Kolar,Kolar,Belamaranahalli,Danavahalli,Gulpet PS,13.13753,78.119072
OCC009205,CR009205,2024-12-09 00:23:20,Night,Yadgir,Shahpur,Naganatagi,Gangnal,Yadgir Traffic PS,16.804013,77.184751
OCC009206,CR009206,2026-06-16 10:11:21,Afternoon,Kalaburagi,Kamalapur,Sirachand,Hodal,Ashoknagar PS,17.368344,76.824232
OCC009207,CR009207,2026-02-11 04:54:40,Afternoon,Dakshina Kannada,Sulya,Balila,Mupperia,Ullal PS,12.958255,74.833136
OCC009208,CR009208,2024-08-15 12:46:36,Afternoon,Belagavi,Belagavi,Uchangaon,Balagamatti,Yamakanmardi PS,15.813053,74.478298
OCC009209,CR009209,2025-12-11 02:10:31,Evening,Kalaburagi,Yadrami,Magangera,Magengera,Brahmapur PS,17.346265,76.833451
OCC009210,CR009210,2025-01-23 00:25:39,Afternoon,Tumakuru,Kunigal,Kodigehalli,Devarayanapalya,Y.N. Hosakote PS,13.368262,77.113048
OCC009211,CR009211,2026-01-21 06:41:50,Night,Kolar,Kolar Gold Field,Kammasandra,Bommandahalli,Andersonpet PS,13.149695,78.141798
OCC009212,CR009212,2025-04-05 10:14:32,Morning,Mysuru,Hunsur,Dodda Hejjur,Bharathavadi,H.D. Kote PS,12.281234,76.667856
OCC009213,CR009213,2025-07-24 15:04:47,Afternoon,Chikkamagaluru,Chikkamagaluru,Moogthihalli,Mathavara,Jayapura PS,13.285304,75.722933
OCC009214,CR009214,2026-03-31 21:20:34,Afternoon,Belagavi,Savadatti,Tadasalur,Halaki,Sankeshwar PS,15.894214,74.521558
OCC009215,CR009215,2026-02-05 19:02:21,Morning,Chamarajanagar,Chamarajanagar,Kothalavadi,Devalapura,Chamarajanagar Traffic PS,11.884389,76.950058
OCC009216,CR009216,2024-11-10 07:33:24,Night,Vijayapura,Devara Hipparagi,Kerutagi,Tilgul,Babaleshwar PS,16.809826,75.757027
OCC009217,CR009217,2026-05-19 12:49:12,Morning,Hassan,Hole Narsipur,Ichanahalli,Yalechagahalli,Dudda PS,13.004107,76.110084
OCC009218,CR009218,2025-12-18 01:26:15,Night,Kolar,Mulbagal,Devarayasamudra,Yalagondahalli,Mulbagal Town PS,13.109979,78.155677
OCC009219,CR009219,2025-01-07 08:42:38,Afternoon,Kolar,Srinivaspur,Addagal,Amani Narasimhanayakanakere,Oorgaum PS,13.175384,78.077466
OCC009220,CR009220,2025-07-20 01:29:30,Night,Kolar,Srinivaspur,Pulagurkota,Kokkantivaripalli,Malur PS,13.154301,78.089551
OCC009221,CR009221,2025-02-04 09:08:53,Afternoon,Kalaburagi,Chincholi,Pastapur,Huvinbhavi,Chittapura PS,17.371947,76.85351
OCC009222,CR009222,2025-07-28 06:20:49,Afternoon,Bagalkote,Badami,Mamtageri,Kerur (Rural),Kerur PS,16.184002,75.705326
OCC009223,CR009223,2025-02-26 02:04:57,Night,Uttara Kannada,Sirsi,Sugavi,Vaddinakoppa,Chittakula PS,14.761161,74.67651
OCC009224,CR009224,2025-07-17 10:38:29,Evening,Dakshina Kannada,Sulya,Harihara Pallathadka,Balagodu,Mangalore North PS,12.943182,74.872568
OCC009225,CR009225,2026-01-11 03:09:33,Morning,Chikkaballapura,Chelur,Chilakalanerpu,Beedalahalli,Nandi Giridhama PS,13.4232,77.717372
OCC009226,CR009226,2024-10-06 03:25:33,Night,Mysuru,Tirumakudal - Narsipur,Doddebagilu,Horalahalli,Biligere PS I Badanavalu,12.348042,76.681389
OCC009227,CR009227,2025-02-05 16:52:50,Morning,Shivamogga,Hosanagara,Chikkajeni,Hirejeni,Holehonnur PS,13.923209,75.566726
OCC009228,CR009228,2024-11-17 15:26:33,Morning,Chikkaballapura,Gauribidanur,Muddalodu,Gollahalli,Peresandra PS,13.467804,77.729992
OCC009229,CR009229,2025-09-02 00:55:03,Night,Mysuru,Heggadadevankote,Chakkodanahalli,Chagathikuppe,Yelawala PS,12.309283,76.609689
OCC009230,CR009230,2025-04-20 13:43:16,Evening,Belagavi,Belagavi,Kadoli,Kadoli,APMC Yard PS,15.867745,74.468739
OCC009231,CR009231,2025-11-17 21:55:57,Evening,Mysuru,Hunsur,Singaramaranahalli,Devagalli,Bannur PS,12.325582,76.657282
OCC009232,CR009232,2024-07-18 11:43:22,Afternoon,Belagavi,Ramdurg,Narasapur,Narasapur,Belgaum North Traffic PS,15.894929,74.530748
OCC009233,CR009233,2024-12-22 08:13:08,Morning,Belagavi,Kagwad,Mangasuli,Lokur,Belagavi CEN Crime PS,15.826652,74.519809
OCC009234,CR009234,2024-08-30 23:19:24,Morning,Dharwad,Navalgund,Tirlapur,Tirlapur,Navalgund PS,15.469191,74.988844
OCC009235,CR009235,2025-04-03 03:08:56,Night,Chikkaballapura,Gauribidanur,Vatadahosahalli,Chimakalahalli,Chelur PS,13.454549,77.714981
OCC009236,CR009236,2024-12-03 08:57:40,Evening,Mysuru,Piriyapatna,Handithavalli,Kellur,Krishnaraja Traffic PS,12.270859,76.647606
OCC009237,CR009237,2026-07-14 09:14:49,Night,Dakshina Kannada,Mangaluru,Unknown,52 Kulavi,Kadaba PS,12.88837,74.872517
OCC009238,CR009238,2026-03-26 12:17:02,Evening,Chitradurga,Hosdurga,Heggere,Vengalapura,Chitradurga Extension PS,14.249172,76.378314
OCC009239,CR009239,2025-10-25 02:45:06,Evening,Chikkamagaluru,Kadur,Devanur,Shanabinagundi,Jayapura PS,13.263818,75.739105
OCC009240,CR009240,2025-12-16 01:28:24,Morning,Belagavi,Bailahongala,Budarkatti,Bidaragaddi,Khanapur PS,15.870294,74.501283
OCC009241,CR009241,2026-05-28 06:39:33,Evening,Tumakuru,Madhugiri,Maruvekere,Bandrehalli,Patanayakanahalli PS,13.356638,77.060877
OCC009242,CR009242,2025-12-09 03:22:07,Evening,Kolar,Srinivaspur,Ronur,Boyipenta,Robertsonpet PS,13.112673,78.165005
OCC009243,CR009243,2025-02-11 06:18:14,Afternoon,Hassan,Arsikere,Narasipura,Jannavara,Hallymysore PS,13.038372,76.098753
OCC009244,CR009244,2025-11-22 10:39:50,Night,Vijayapura,Kolhar,Siddanatha R.C,Halerolli.R.C.,Adarsh Nagar PS,16.774799,75.667735
OCC009245,CR009245,2026-07-06 08:40:29,Evening,Chamarajanagar,Chamarajanagar,Bisalavadi,Bevinathalapura,Chamarajanagar Traffic PS,11.917222,76.972438
OCC009246,CR009246,2026-07-11 17:17:48,Morning,Hassan,Arsikere,Heggatta,Heggatta,Nuggehalli PS,13.038935,76.120805
OCC009247,CR009247,2024-10-08 08:51:25,Late Night,Kalaburagi,Aland,Bhodhan,Bhodhan,Madanahipparga PS,17.32145,76.809451
OCC009248,CR009248,2026-04-11 21:53:41,Afternoon,Belagavi,Gokak,Kundaragi,Kundargi,Chikkodi Town Traffic PS,15.855235,74.486048
OCC009249,CR009249,2026-03-27 17:51:52,Morning,Chikkaballapura,Chintamani,Unknown,Shamarao Hospete,Peresandra PS,13.46717,77.703637
OCC009250,CR009250,2026-05-06 02:08:38,Late Night,Belagavi,Hukkeri,Shabandar,Shahabandar,Agali PS,15.86501,74.519029
OCC009251,CR009251,2025-09-21 22:28:16,Night,Hassan,Hassan,Markuli,Huluvare,Hassan CEN Crime PS,13.048472,76.0617
OCC009252,CR009252,2025-02-05 01:55:09,Night,Belagavi,Gokak,Suladhala,Budihal,Kakati PS,15.814772,74.537082
OCC009253,CR009253,2024-10-15 22:50:03,Afternoon,Belagavi,Chikodi,Karagaon,Karagaon,Khadebazar PS,15.843457,74.49272
OCC009254,CR009254,2025-09-27 11:12:30,Night,Tumakuru,Turuvekere,Kondajji,Doddagoraghatta,Kolala PS,13.37802,77.117861
OCC009255,CR009255,2025-10-28 18:38:01,Evening,Bengaluru Rural,Hosakote,Kalkunte Agrahara,S.Narayanakere,Chennarayapatana PS,13.247141,77.523808
OCC009256,CR009256,2026-01-12 00:16:44,Night,Bengaluru Urban,Bengaluru South,Unknown,Rupena Agrahara,Bellanduru PS,12.936536,77.584547
OCC009257,CR009257,2025-09-20 18:09:56,Night,Shivamogga,Tirthahalli,Tudur,Thuduru,Shimoga East Traffic PS,13.961898,75.598571
OCC009258,CR009258,2025-07-10 16:12:50,Evening,Chitradurga,Molakalmuru,Thumkurlahalli,Tumkurlahalli,Chitrahalli Gate PS,14.275392,76.423812
OCC009259,CR009259,2026-04-21 16:35:00,Morning,Raichur,Raichur,Yapaladinni,Budidipad,Raichur CEN Crime PS,16.210034,77.382491
OCC009260,CR009260,2026-02-08 13:23:52,Afternoon,Chikkaballapura,Gudibanda,Tirumani,Bhogenahalli,Nandi Giridhama PS,13.398658,77.704434
OCC009261,CR009261,2024-07-17 02:22:24,Morning,Hassan,Channarayapatna,Jinnenahalli,Madalagere Kaval,Hassan Traffic PS,13.00327,76.072362
OCC009262,CR009262,2025-04-11 07:59:40,Afternoon,Belagavi,Kagwad,Mole,Mole,Harugeri PS,15.882091,74.463147
OCC009263,CR009263,2025-02-03 11:33:04,Evening,Uttara Kannada,Kumta,Santeguli,Ullurmath,Manki PS,14.796251,74.693937
OCC009264,CR009264,2025-04-23 14:53:26,Evening,Kalaburagi,Sedam,Kurkunta,Kurgunta (Ct),Ashoknagar PS,17.365895,76.828217
OCC009265,CR009265,2024-07-16 17:31:10,Evening,Belagavi,Savadatti,Hirekumbi,Renukanagar,Belagavi Rural PS,15.809605,74.502183
OCC009266,CR009266,2025-12-20 19:14:18,Morning,Kalaburagi,Jevargi,Andola,Andola,Chowk PS,17.328797,76.851476
OCC009267,CR009267,2025-01-04 22:21:36,Afternoon,Kalaburagi,Yadrami,Aralgundagi,Halgattarga,Ashoknagar PS,17.367495,76.79837
OCC009268,CR009268,2024-11-27 21:19:50,Night,Dakshina Kannada,Beltangadi,Ilanthila,Ilanthila,Mangalore Rural PS,12.90398,74.874904
OCC009269,CR009269,2026-03-16 12:41:47,Night,Kalaburagi,Kamalapur,Unknown,Kamalapur,Ferhatabad PS,17.315524,76.827957
OCC009270,CR009270,2025-11-07 13:38:11,Evening,Bengaluru Rural,Nelamangala,Honnenahalli,Avverahalli,Sulibele PS,13.270591,77.565943
OCC009271,CR009271,2025-12-30 23:24:28,Afternoon,Kalaburagi,Chittapur,Kadbor,Kadaboor,Ragavendranagar PS,17.348275,76.79065
OCC009272,CR009272,2024-12-08 21:41:23,Night,Mandya,Krishnarajpet,Mandagere,Mudanahally,K.R. Pet Rural PS,12.472627,76.847288
OCC009273,CR009273,2026-02-11 18:52:57,Morning,Mysuru,Saraguru,Manuganahalli,Hoovinakola,Devaraja PS,12.246719,76.634564
OCC009274,CR009274,2026-06-08 21:32:51,Afternoon,Kolar,Kolar Gold Field,Gatta Madamangala,Ghattamadamangala,Budikote Police Station,13.163866,78.114397
OCC009275,CR009275,2026-01-10 04:45:23,Night,Tumakuru,Sira,Gowdagere,Balenahalli,Chelur PS,13.316113,77.078585
OCC009276,CR009276,2024-07-20 05:25:52,Afternoon,Belagavi,Khanapur,Gunji,Bhalake(B.K),Kakati PS,15.851247,74.545373
OCC009277,CR009277,2025-10-06 17:51:21,Afternoon,Kodagu,Madikeri,Kadagadalu,Ibnivalvadi (Rural),Kodagu Women PS,12.285854,75.834698
OCC009278,CR009278,2024-08-07 15:26:37,Evening,Kolar,Malur,Lakkur,Lakkur,Kolar Town PS,13.115151,78.138171
OCC009279,CR009279,2024-12-29 06:19:53,Morning,Hassan,Belur,Halebeedu,Jodi Thippanahalli,Arakalagud PS,13.040908,76.099092
OCC009280,CR009280,2024-09-07 07:13:19,Afternoon,Shivamogga,Shivamogga,Abbalagere,Mojappana Hosuru,Shikaripura Town PS,13.953965,75.565913
OCC009281,CR009281,2025-03-17 02:34:44,Morning,Mandya,Nagamangala,Bhimanahalli,Somanahalli,Mandya Central PS,12.510873,76.914249
OCC009282,CR009282,2025-01-31 12:46:35,Morning,Bagalkote,Bagalkot,Bevinamatti-S.H,Bevinamatti-S.Haveli,Mudhol PS,16.189521,75.656597
OCC009283,CR009283,2026-03-13 13:42:55,Night,Kolar,Kolar,Harati,Shillangere,Kolar Women PS,13.132396,78.100541
OCC009284,CR009284,2025-07-29 15:38:57,Morning,Belagavi,Khanapur,Nagargali,Bamanakop,Chikkodi PS,15.894083,74.474475
OCC009285,CR009285,2025-04-08 22:55:00,Morning,Mysuru,Krishnarajanagara,Hosaagrahara,Haramballi,Devaraja PS,12.267353,76.634124
OCC009286,CR009286,2026-03-24 09:40:22,Afternoon,Kodagu,Somvarpet,Hanagallu,Yedur,Sunticoppa PS,12.344023,75.850332
OCC009287,CR009287,2025-07-27 02:34:07,Morning,Kolar,Srinivaspur,Addagal,Kundathavaripalli,Marikuppam PS,13.136088,78.145247
OCC009288,CR009288,2025-01-08 17:49:22,Late Night,Chikkaballapura,Gauribidanur,Kurubarahally,Cheegatagere,Nandi Giridhama PS,13.420039,77.680045
OCC009289,CR009289,2026-01-17 08:15:58,Late Night,Mysuru,Saraguru,Bidarahalli,Nanjanathapura,Varuna PS,12.30433,76.616271
OCC009290,CR009290,2025-02-08 18:46:09,Morning,Mysuru,Mysuru,Unknown,Dattagalli (Og),Periyapatna PS,12.34642,76.648667
OCC009291,CR009291,2026-05-21 09:15:37,Night,Udupi,Brahmavara,Pandeshwara,Moodahadu,Shirva PS,13.364876,74.761532
OCC009292,CR009292,2025-04-15 03:42:17,Night,Hassan,Channarayapatna,Sathenahalli,Thippur,Channarayapatna Rural PS,13.033702,76.137191
OCC009293,CR009293,2025-06-10 12:48:37,Evening,Chikkaballapura,Gauribidanur,Gedare,Kenkere,Peresandra PS,13.46404,77.710086
