arrest_id,case_id,accused_person_id,arrest_date,arresting_officer_id
ARR006339,CR007925,A007925,2024-10-02,EMP008556
ARR006340,CR007926,A007926,2024-09-01,EMP001008
ARR006341,CR007927,A007927,2025-12-07,EMP007288
ARR006342,CR007928,A007928,2025-09-09,EMP000715
ARR006343,CR007929,A007929,2026-04-08,EMP006415
ARR006344,CR007931,A007931,2026-02-13,EMP005871
ARR006345,CR007932,A007932,2024-09-06,EMP007889
ARR006346,CR007935,A007935,2025-07-24,EMP006903
ARR006347,CR007936,A007936,2026-04-26,EMP009350
ARR006348,CR007937,A007937,2025-01-03,EMP003277
ARR006349,CR007938,A007938,2025-04-03,EMP004717
ARR006350,CR007940,A007940,2026-07-02,EMP004537
ARR006351,CR007941,A007941,2026-01-03,EMP003150
ARR006352,CR007944,A007944,2024-10-05,EMP007994
ARR006353,CR007945,A007945,2025-05-13,EMP004831
ARR006354,CR007946,A007946,2026-03-15,EMP000490
ARR006355,CR007947,A007947,2026-05-03,EMP007949
ARR006356,CR007948,A007948,2024-10-27,EMP001730
ARR006357,CR007949,A007949,2025-11-19,EMP009387
ARR006358,CR007950,A007950,2026-03-11,EMP007198
ARR006359,CR007951,A007951,2025-10-18,EMP000721
ARR006360,CR007952,A007952,2024-08-05,EMP003270
ARR006361,CR007953,A007953,2024-10-12,EMP009404
ARR006362,CR007954,A007954,2026-04-14,EMP008038
ARR006363,CR007955,A007955,2025-06-16,EMP005246
ARR006364,CR007956,A007956,2025-07-03,EMP007987
ARR006365,CR007957,A007957,2025-04-23,EMP001268
ARR006366,CR007958,A007958,2026-07-04,EMP004921
ARR006367,CR007959,A007959,2024-12-28,EMP003369
ARR006368,CR007960,A007960,2026-03-26,EMP003842
ARR006369,CR007962,A007962,2026-01-18,EMP004778
ARR006370,CR007963,A007963,2024-08-16,EMP004907
ARR006371,CR007964,A007964,2024-08-01,EMP001524
ARR006372,CR007965,A007965,2025-10-21,EMP008234
ARR006373,CR007966,A007966,2025-08-31,EMP002004
ARR006374,CR007967,A007967,2026-02-22,EMP003307
ARR006375,CR007968,A007968,2026-03-11,EMP003290
ARR006376,CR007970,A007970,2025-03-04,EMP008723
ARR006377,CR007971,A007971,2025-02-11,EMP001676
ARR006378,CR007972,A007972,2024-07-13,EMP003282
ARR006379,CR007973,A007973,2025-12-29,EMP007135
ARR006380,CR007974,A007974,2025-11-19,EMP004041
ARR006381,CR007975,A007975,2025-07-19,EMP004365
ARR006382,CR007976,A007976,2024-11-11,EMP004672
ARR006383,CR007977,A007977,2025-08-23,EMP001326
ARR006384,CR007978,A007978,2025-08-27,EMP005428
ARR006385,CR007979,A007979,2026-04-16,EMP008540
ARR006386,CR007980,A007980,2025-10-04,EMP001338
ARR006387,CR007981,A007981,2025-01-25,EMP005760
ARR006388,CR007982,A007982,2025-12-10,EMP000886
ARR006389,CR007983,A007983,2026-06-26,EMP008675
ARR006390,CR007984,A007984,2024-07-25,EMP008746
ARR006391,CR007985,A007985,2026-06-10,EMP007703
ARR006392,CR007986,A007986,2026-04-02,EMP008667
ARR006393,CR007987,A007987,2026-06-29,EMP005259
ARR006394,CR007988,A007988,2026-01-19,EMP009959
ARR006395,CR007989,A007989,2026-01-14,EMP003301
ARR006396,CR007990,A007990,2026-03-04,EMP009961
ARR006397,CR007991,A007991,2025-10-08,EMP000885
ARR006398,CR007992,A007992,2025-12-16,EMP001287
ARR006399,CR007993,A007993,2024-11-18,EMP002341
ARR006400,CR007994,A007994,2026-07-09,EMP006575
ARR006401,CR007995,A007995,2026-02-06,EMP009181
ARR006402,CR007996,A007996,2026-03-12,EMP003310
ARR006403,CR007997,A007997,2025-12-27,EMP008783
ARR006404,CR007998,A007998,2025-10-15,EMP009203
ARR006405,CR007999,A007999,2026-06-09,EMP006959
ARR006406,CR008002,A008002,2025-09-27,EMP000978
ARR006407,CR008003,A008003,2024-09-01,EMP003304
ARR006408,CR008004,A008004,2025-05-25,EMP003932
ARR006409,CR008005,A008005,2026-02-15,EMP007485
ARR006410,CR008007,A008007,2025-03-26,EMP009158
ARR006411,CR008008,A008008,2024-11-24,EMP005865
ARR006412,CR008009,A008009,2026-02-27,EMP005115
ARR006413,CR008011,A008011,2026-07-17,EMP000892
ARR006414,CR008012,A008012,2025-02-15,EMP003290
ARR006415,CR008013,A008013,2025-06-17,EMP005840
ARR006416,CR008015,A008015,2026-05-11,EMP006059
ARR006417,CR008017,A008017,2025-12-17,EMP003271
ARR006418,CR008018,A008018,2024-09-27,EMP004138
ARR006419,CR008020,A008020,2026-03-01,EMP004472
ARR006420,CR008021,A008021,2024-08-28,EMP008520
ARR006421,CR008022,A008022,2026-05-15,EMP002397
ARR006422,CR008025,A008025,2024-09-04,EMP003374
ARR006423,CR008026,A008026,2024-11-14,EMP006892
ARR006424,CR008027,A008027,2025-11-17,EMP003299
ARR006425,CR008028,A008028,2025-02-21,EMP006900
ARR006426,CR008029,A008029,2024-08-30,EMP004175
ARR006427,CR008030,A008030,2026-06-07,EMP008243
ARR006428,CR008031,A008031,2025-05-10,EMP001390
ARR006429,CR008033,A008033,2025-04-04,EMP005019
ARR006430,CR008034,A008034,2025-08-16,EMP002889
ARR006431,CR008035,A008035,2024-10-27,EMP005595
ARR006432,CR008036,A008036,2024-10-18,EMP000701
ARR006433,CR008037,A008037,2025-11-13,EMP005972
ARR006434,CR008038,A008038,2025-03-20,EMP008128
ARR006435,CR008039,A008039,2026-04-05,EMP008787
ARR006436,CR008040,A008040,2024-09-14,EMP008555
ARR006437,CR008041,A008041,2024-08-05,EMP006695
ARR006438,CR008043,A008043,2025-01-21,EMP006104
ARR006439,CR008045,A008045,2025-11-09,EMP003295
ARR006440,CR008046,A008046,2026-02-03,EMP004508
ARR006441,CR008047,A008047,2026-04-28,EMP009893
ARR006442,CR008050,A008050,2025-09-07,EMP003312
ARR006443,CR008051,A008051,2026-05-29,EMP000205
ARR006444,CR008054,A008054,2026-03-16,EMP009769
ARR006445,CR008055,A008055,2024-12-04,EMP008315
ARR006446,CR008057,A008057,2025-05-04,EMP001099
ARR006447,CR008058,A008058,2024-09-15,EMP007115
ARR006448,CR008059,A008059,2024-07-31,EMP003260
ARR006449,CR008060,A008060,2025-07-24,EMP002929
ARR006450,CR008061,A008061,2026-05-17,EMP006649
ARR006451,CR008065,A008065,2025-01-05,EMP003299
ARR006452,CR008066,A008066,2024-08-06,EMP004120
ARR006453,CR008067,A008067,2025-04-02,EMP004878
ARR006454,CR008068,A008068,2024-08-27,EMP006100
ARR006455,CR008070,A008070,2025-06-05,EMP001272
ARR006456,CR008071,A008071,2024-08-26,EMP003354
ARR006457,CR008074,A008074,2025-05-19,EMP002637
ARR006458,CR008075,A008075,2025-09-26,EMP009029
ARR006459,CR008076,A008076,2025-11-26,EMP006314
ARR006460,CR008077,A008077,2025-09-23,EMP004336
ARR006461,CR008079,A008079,2025-08-06,EMP000891
ARR006462,CR008080,A008080,2025-01-29,EMP007275
ARR006463,CR008081,A008081,2025-04-26,EMP006625
ARR006464,CR008084,A008084,2025-02-24,EMP002336
ARR006465,CR008085,A008085,2025-07-03,EMP007789
ARR006466,CR008086,A008086,2025-01-22,EMP000673
ARR006467,CR008087,A008087,2024-11-24,EMP008074
ARR006468,CR008089,A008089,2025-03-03,EMP006143
ARR006469,CR008090,A008090,2025-10-14,EMP007980
ARR006470,CR008092,A008092,2025-01-22,EMP004645
ARR006471,CR008093,A008093,2026-04-07,EMP006481
ARR006472,CR008094,A008094,2025-07-03,EMP003122
ARR006473,CR008095,A008095,2026-07-02,EMP003305
ARR006474,CR008096,A008096,2026-01-14,EMP007267
ARR006475,CR008097,A008097,2025-06-23,EMP008669
ARR006476,CR008098,A008098,2026-03-19,EMP005302
ARR006477,CR008101,A008101,2025-10-01,EMP003258
ARR006478,CR008102,A008102,2026-06-15,EMP004831
ARR006479,CR008103,A008103,2026-07-08,EMP003296
ARR006480,CR008105,A008105,2025-03-19,EMP008486
ARR006481,CR008106,A008106,2025-02-20,EMP004769
ARR006482,CR008107,A008107,2024-08-29,EMP003348
ARR006483,CR008109,A008109,2025-12-09,EMP003307
ARR006484,CR008110,A008110,2025-04-14,EMP008501
ARR006485,CR008111,A008111,2026-02-26,EMP003266
ARR006486,CR008113,A008113,2025-02-19,EMP006307
ARR006487,CR008114,A008114,2024-11-07,EMP008530
ARR006488,CR008115,A008115,2025-07-22,EMP003277
ARR006489,CR008116,A008116,2025-08-16,EMP000227
ARR006490,CR008117,A008117,2024-11-23,EMP003084
ARR006491,CR008121,A008121,2024-09-18,EMP003029
ARR006492,CR008123,A008123,2026-06-16,EMP004662
ARR006493,CR008124,A008124,2025-05-08,EMP006674
ARR006494,CR008125,A008125,2024-07-28,EMP003302
ARR006495,CR008126,A008126,2025-04-26,EMP004364
ARR006496,CR008127,A008127,2025-08-22,EMP006025
ARR006497,CR008129,A008129,2024-12-26,EMP006253
ARR006498,CR008130,A008130,2026-01-06,EMP001843
ARR006499,CR008131,A008131,2025-02-15,EMP004712
ARR006500,CR008132,A008132,2024-07-27,EMP009003
ARR006501,CR008133,A008133,2026-02-05,EMP008546
ARR006502,CR008134,A008134,2024-12-24,EMP006743
ARR006503,CR008135,A008135,2025-10-15,EMP004903
ARR006504,CR008136,A008136,2025-02-08,EMP008117
ARR006505,CR008137,A008137,2026-01-10,EMP002773
ARR006506,CR008138,A008138,2025-02-07,EMP006343
ARR006507,CR008139,A008139,2025-05-29,EMP003375
ARR006508,CR008140,A008140,2024-08-29,EMP001587
ARR006509,CR008141,A008141,2026-01-26,EMP001586
ARR006510,CR008142,A008142,2025-05-26,EMP001790
ARR006511,CR008143,A008143,2026-03-05,EMP006064
ARR006512,CR008144,A008144,2025-06-28,EMP006873
ARR006513,CR008145,A008145,2025-06-04,EMP007421
ARR006514,CR008146,A008146,2026-02-01,EMP007698
ARR006515,CR008147,A008147,2025-04-19,EMP001330
ARR006516,CR008148,A008148,2025-04-02,EMP004800
ARR006517,CR008149,A008149,2026-02-25,EMP008422
ARR006518,CR008150,A008150,2025-12-16,EMP008050
ARR006519,CR008152,A008152,2024-09-16,EMP001510
ARR006520,CR008153,A008153,2026-05-18,EMP001292
ARR006521,CR008155,A008155,2024-08-26,EMP000410
ARR006522,CR008156,A008156,2026-06-19,EMP006055
ARR006523,CR008157,A008157,2024-08-20,EMP005806
ARR006524,CR008159,A008159,2025-09-08,EMP007065
ARR006525,CR008162,A008162,2025-10-13,EMP004818
ARR006526,CR008163,A008163,2024-09-26,EMP002963
ARR006527,CR008164,A008164,2026-04-29,EMP006177
ARR006528,CR008165,A008165,2026-01-29,EMP000819
ARR006529,CR008166,A008166,2025-10-21,EMP004663
ARR006530,CR008168,A008168,2025-06-02,EMP004293
ARR006531,CR008169,A008169,2024-12-21,EMP008820
ARR006532,CR008170,A008170,2026-03-04,EMP004902
ARR006533,CR008171,A008171,2024-10-02,EMP006192
ARR006534,CR008172,A008172,2025-11-21,EMP008678
ARR006535,CR008173,A008173,2024-12-12,EMP003882
ARR006536,CR008174,A008174,2025-11-07,EMP000891
ARR006537,CR008175,A008175,2025-07-15,EMP008786
ARR006538,CR008176,A008176,2025-06-10,EMP000892
ARR006539,CR008178,A008178,2025-05-30,EMP003296
ARR006540,CR008179,A008179,2025-07-09,EMP006677
ARR006541,CR008182,A008182,2025-05-31,EMP006248
ARR006542,CR008183,A008183,2024-10-12,EMP000831
ARR006543,CR008185,A008185,2026-07-12,EMP001823
ARR006544,CR008186,A008186,2024-08-22,EMP003316
ARR006545,CR008187,A008187,2024-12-31,EMP003266
ARR006546,CR008188,A008188,2025-07-10,EMP003116
ARR006547,CR008189,A008189,2026-05-31,EMP008219
ARR006548,CR008193,A008193,2025-06-21,EMP004238
ARR006549,CR008194,A008194,2024-08-18,EMP008330
ARR006550,CR008195,A008195,2025-06-24,EMP001318
ARR006551,CR008196,A008196,2025-10-04,EMP001341
ARR006552,CR008197,A008197,2026-03-26,EMP008014
ARR006553,CR008198,A008198,2024-09-03,EMP005156
ARR006554,CR008199,A008199,2025-09-03,EMP006530
ARR006555,CR008200,A008200,2025-08-08,EMP008164
ARR006556,CR008201,A008201,2025-02-07,EMP003297
ARR006557,CR008202,A008202,2024-11-20,EMP000342
ARR006558,CR008203,A008203,2026-02-15,EMP008186
ARR006559,CR008204,A008204,2025-06-20,EMP000833
ARR006560,CR008205,A008205,2025-05-09,EMP009563
ARR006561,CR008206,A008206,2024-11-26,EMP003259
ARR006562,CR008209,A008209,2024-08-07,EMP003372
ARR006563,CR008210,A008210,2025-08-12,EMP005703
ARR006564,CR008212,A008212,2025-07-17,EMP006061
ARR006565,CR008213,A008213,2025-07-10,EMP009768
ARR006566,CR008215,A008215,2024-10-03,EMP001569
ARR006567,CR008216,A008216,2026-06-15,EMP009765
ARR006568,CR008217,A008217,2026-07-26,EMP009232
ARR006569,CR008218,A008218,2024-10-19,EMP000471
ARR006570,CR008220,A008220,2025-01-09,EMP009782
ARR006571,CR008222,A008222,2025-07-13,EMP005223
ARR006572,CR008223,A008223,2025-09-19,EMP007751
ARR006573,CR008225,A008225,2025-09-16,EMP002466
ARR006574,CR008227,A008227,2025-04-21,EMP000636
ARR006575,CR008228,A008228,2025-08-18,EMP003303
ARR006576,CR008229,A008229,2025-05-14,EMP005185
ARR006577,CR008231,A008231,2026-01-13,EMP005300
ARR006578,CR008232,A008232,2026-01-08,EMP001806
ARR006579,CR008233,A008233,2025-06-14,EMP006697
ARR006580,CR008235,A008235,2025-06-02,EMP000983
ARR006581,CR008238,A008238,2025-09-25,EMP004676
ARR006582,CR008239,A008239,2026-02-02,EMP000022
ARR006583,CR008240,A008240,2025-12-30,EMP003318
ARR006584,CR008241,A008241,2026-07-05,EMP003305
ARR006585,CR008243,A008243,2026-05-25,EMP000721
ARR006586,CR008244,A008244,2026-04-19,EMP003546
ARR006587,CR008245,A008245,2026-04-11,EMP000884
ARR006588,CR008247,A008247,2026-04-27,EMP007697
ARR006589,CR008248,A008248,2025-01-04,EMP006984
ARR006590,CR008249,A008249,2025-08-05,EMP009371
ARR006591,CR008250,A008250,2025-02-08,EMP004872
ARR006592,CR008251,A008251,2026-05-02,EMP003118
ARR006593,CR008252,A008252,2026-02-17,EMP003289
ARR006594,CR008254,A008254,2026-01-04,EMP000885
ARR006595,CR008256,A008256,2025-05-28,EMP003259
ARR006596,CR008257,A008257,2025-12-18,EMP007376
ARR006597,CR008258,A008258,2024-10-09,EMP003312
ARR006598,CR008259,A008259,2026-01-01,EMP006629
ARR006599,CR008260,A008260,2025-05-04,EMP004172
ARR006600,CR008262,A008262,2024-10-16,EMP009037
ARR006601,CR008263,A008263,2026-05-11,EMP001327
ARR006602,CR008264,A008264,2026-06-23,EMP008748
ARR006603,CR008265,A008265,2026-04-19,EMP006207
ARR006604,CR008266,A008266,2025-12-03,EMP006229
ARR006605,CR008268,A008268,2025-05-01,EMP003295
ARR006606,CR008269,A008269,2025-06-30,EMP002307
ARR006607,CR008270,A008270,2025-09-02,EMP000596
ARR006608,CR008273,A008273,2025-08-26,EMP008800
ARR006609,CR008274,A008274,2025-05-22,EMP000121
ARR006610,CR008275,A008275,2024-11-17,EMP008648
ARR006611,CR008276,A008276,2025-08-23,EMP003340
ARR006612,CR008278,A008278,2026-06-17,EMP008653
ARR006613,CR008281,A008281,2025-05-02,EMP008441
ARR006614,CR008282,A008282,2025-07-10,EMP003382
ARR006615,CR008283,A008283,2026-03-27,EMP008614
ARR006616,CR008285,A008285,2024-09-26,EMP005157
ARR006617,CR008287,A008287,2025-04-29,EMP003291
ARR006618,CR008288,A008288,2026-06-04,EMP003442
ARR006619,CR008289,A008289,2025-12-06,EMP008506
ARR006620,CR008290,A008290,2024-08-05,EMP000403
ARR006621,CR008292,A008292,2026-05-25,EMP003297
ARR006622,CR008293,A008293,2026-07-15,EMP006161
ARR006623,CR008294,A008294,2024-08-30,EMP007216
ARR006624,CR008295,A008295,2025-07-29,EMP004452
ARR006625,CR008297,A008297,2025-08-09,EMP000364
ARR006626,CR008298,A008298,2024-08-24,EMP009156
ARR006627,CR008299,A008299,2025-02-12,EMP008696
ARR006628,CR008300,A008300,2025-08-01,EMP007987
ARR006629,CR008303,A008303,2026-01-18,EMP009722
ARR006630,CR008304,A008304,2025-02-25,EMP005841
ARR006631,CR008305,A008305,2024-11-09,EMP006177
ARR006632,CR008306,A008306,2024-10-18,EMP006650
ARR006633,CR008307,A008307,2025-08-17,EMP009156
ARR006634,CR008308,A008308,2026-03-12,EMP004825
ARR006635,CR008309,A008309,2026-03-12,EMP006026
ARR006636,CR008311,A008311,2024-11-10,EMP007916
ARR006637,CR008313,A008313,2026-05-03,EMP009623
ARR006638,CR008314,A008314,2025-10-30,EMP004663
ARR006639,CR008315,A008315,2025-07-08,EMP001096
ARR006640,CR008316,A008316,2024-12-31,EMP004896
ARR006641,CR008318,A008318,2025-11-03,EMP004636
ARR006642,CR008319,A008319,2026-05-30,EMP008732
ARR006643,CR008321,A008321,2025-11-04,EMP006099
ARR006644,CR008322,A008322,2026-05-16,EMP008616
ARR006645,CR008323,A008323,2024-08-23,EMP004906
ARR006646,CR008324,A008324,2024-10-21,EMP008562
ARR006647,CR008325,A008325,2025-10-29,EMP003332
ARR006648,CR008326,A008326,2026-06-19,EMP009246
ARR006649,CR008327,A008327,2025-07-22,EMP008697
ARR006650,CR008328,A008328,2025-10-02,EMP008653
ARR006651,CR008329,A008329,2025-06-09,EMP003268
ARR006652,CR008330,A008330,2025-07-15,EMP004401
ARR006653,CR008331,A008331,2025-04-03,EMP003299
ARR006654,CR008333,A008333,2026-01-21,EMP006230
ARR006655,CR008334,A008334,2025-12-04,EMP004812
ARR006656,CR008335,A008335,2026-02-11,EMP001152
ARR006657,CR008336,A008336,2026-01-29,EMP007300
ARR006658,CR008337,A008337,2025-07-08,EMP004728
ARR006659,CR008338,A008338,2024-07-30,EMP010001
ARR006660,CR008339,A008339,2025-03-15,EMP009590
ARR006661,CR008340,A008340,2025-10-29,EMP009157
ARR006662,CR008341,A008341,2024-12-09,EMP002493
ARR006663,CR008342,A008342,2025-06-23,EMP003291
ARR006664,CR008343,A008343,2026-05-20,EMP004811
ARR006665,CR008344,A008344,2025-06-08,EMP004814
ARR006666,CR008346,A008346,2025-05-22,EMP000982
ARR006667,CR008347,A008347,2025-12-01,EMP009152
ARR006668,CR008349,A008349,2026-02-16,EMP007139
ARR006669,CR008350,A008350,2025-06-16,EMP002945
ARR006670,CR008351,A008351,2026-06-28,EMP002255
ARR006671,CR008352,A008352,2025-06-18,EMP004672
ARR006672,CR008353,A008353,2025-11-12,EMP009541
ARR006673,CR008354,A008354,2025-05-20,EMP003302
ARR006674,CR008355,A008355,2025-08-16,EMP005363
ARR006675,CR008356,A008356,2024-12-12,EMP009014
ARR006676,CR008357,A008357,2025-12-07,EMP003094
ARR006677,CR008358,A008358,2025-01-18,EMP000557
ARR006678,CR008359,A008359,2024-08-15,EMP003264
ARR006679,CR008360,A008360,2025-05-26,EMP001527
ARR006680,CR008361,A008361,2026-03-20,EMP009428
ARR006681,CR008362,A008362,2025-06-02,EMP005949
ARR006682,CR008363,A008363,2025-04-26,EMP008394
ARR006683,CR008366,A008366,2026-01-26,EMP005852
ARR006684,CR008367,A008367,2026-01-13,EMP000595
ARR006685,CR008368,A008368,2025-03-22,EMP006865
ARR006686,CR008369,A008369,2026-03-12,EMP004842
ARR006687,CR008370,A008370,2025-10-12,EMP008400
ARR006688,CR008371,A008371,2024-12-03,EMP001576
ARR006689,CR008373,A008373,2026-06-02,EMP002952
ARR006690,CR008374,A008374,2026-02-12,EMP008048
ARR006691,CR008375,A008375,2025-03-13,EMP001585
ARR006692,CR008376,A008376,2025-08-24,EMP000887
ARR006693,CR008377,A008377,2026-04-04,EMP004664
ARR006694,CR008378,A008378,2026-06-13,EMP003273
ARR006695,CR008379,A008379,2026-02-23,EMP001631
ARR006696,CR008380,A008380,2025-02-25,EMP001790
ARR006697,CR008381,A008381,2026-06-22,EMP003265
ARR006698,CR008382,A008382,2024-12-21,EMP005608
ARR006699,CR008383,A008383,2024-08-17,EMP004191
ARR006700,CR008384,A008384,2024-10-11,EMP007036
ARR006701,CR008387,A008387,2025-09-29,EMP004395
ARR006702,CR008388,A008388,2025-12-17,EMP003945
ARR006703,CR008389,A008389,2025-05-18,EMP007448
ARR006704,CR008390,A008390,2024-08-19,EMP007292
ARR006705,CR008391,A008391,2025-09-15,EMP007779
ARR006706,CR008393,A008393,2026-04-30,EMP008707
ARR006707,CR008395,A008395,2025-07-30,EMP003312
ARR006708,CR008397,A008397,2025-10-30,EMP008899
ARR006709,CR008398,A008398,2025-11-17,EMP008627
ARR006710,CR008399,A008399,2025-03-04,EMP003335
ARR006711,CR008401,A008401,2026-05-15,EMP006019
ARR006712,CR008402,A008402,2025-10-05,EMP009575
ARR006713,CR008403,A008403,2026-05-23,EMP003351
ARR006714,CR008404,A008404,2025-05-22,EMP006220
ARR006715,CR008405,A008405,2026-06-14,EMP000182
ARR006716,CR008406,A008406,2024-09-08,EMP000200
ARR006717,CR008408,A008408,2026-03-10,EMP005681
ARR006718,CR008409,A008409,2025-07-09,EMP008549
ARR006719,CR008410,A008410,2026-06-19,EMP000683
ARR006720,CR008411,A008411,2024-08-25,EMP004879
ARR006721,CR008412,A008412,2025-08-18,EMP006970
ARR006722,CR008413,A008413,2026-07-16,EMP008453
ARR006723,CR008414,A008414,2025-09-24,EMP004751
ARR006724,CR008415,A008415,2024-12-05,EMP005638
ARR006725,CR008416,A008416,2025-10-25,EMP005071
ARR006726,CR008418,A008418,2026-03-13,EMP004540
ARR006727,CR008419,A008419,2025-08-11,EMP003747
ARR006728,CR008420,A008420,2025-12-05,EMP004783
ARR006729,CR008421,A008421,2025-06-21,EMP009971
ARR006730,CR008422,A008422,2024-12-08,EMP007945
ARR006731,CR008423,A008423,2026-01-18,EMP003256
ARR006732,CR008424,A008424,2025-03-09,EMP003999
ARR006733,CR008425,A008425,2026-07-16,EMP002584
ARR006734,CR008426,A008426,2025-08-09,EMP008580
ARR006735,CR008428,A008428,2024-12-21,EMP005149
ARR006736,CR008429,A008429,2025-03-09,EMP002253
ARR006737,CR008430,A008430,2025-07-29,EMP004730
ARR006738,CR008431,A008431,2025-03-10,EMP001253
ARR006739,CR008432,A008432,2026-02-04,EMP007271
ARR006740,CR008433,A008433,2026-02-11,EMP003830
ARR006741,CR008434,A008434,2026-05-23,EMP009775
ARR006742,CR008435,A008435,2026-02-22,EMP005864
ARR006743,CR008436,A008436,2025-04-17,EMP004696
ARR006744,CR008437,A008437,2026-01-20,EMP003872
ARR006745,CR008438,A008438,2025-09-27,EMP003665
ARR006746,CR008440,A008440,2025-12-31,EMP005099
ARR006747,CR008443,A008443,2026-06-17,EMP008535
ARR006748,CR008444,A008444,2024-08-20,EMP003290
ARR006749,CR008445,A008445,2025-02-28,EMP009445
ARR006750,CR008447,A008447,2026-05-12,EMP004492
ARR006751,CR008448,A008448,2024-09-20,EMP005004
ARR006752,CR008449,A008449,2025-05-12,EMP009370
ARR006753,CR008450,A008450,2025-10-28,EMP008522
ARR006754,CR008451,A008451,2025-11-07,EMP007013
ARR006755,CR008452,A008452,2026-05-11,EMP008249
ARR006756,CR008454,A008454,2024-11-03,EMP009275
ARR006757,CR008455,A008455,2026-02-15,EMP002887
ARR006758,CR008456,A008456,2025-06-18,EMP005352
ARR006759,CR008457,A008457,2024-09-11,EMP006147
ARR006760,CR008458,A008458,2025-12-03,EMP006659
ARR006761,CR008459,A008459,2025-12-04,EMP004670
ARR006762,CR008460,A008460,2025-03-21,EMP008738
ARR006763,CR008461,A008461,2025-04-26,EMP003254
ARR006764,CR008462,A008462,2025-08-06,EMP003359
ARR006765,CR008463,A008463,2026-06-23,EMP008775
ARR006766,CR008464,A008464,2025-08-12,EMP001718
ARR006767,CR008465,A008465,2025-12-23,EMP001612
ARR006768,CR008466,A008466,2025-01-27,EMP004501
ARR006769,CR008467,A008467,2024-08-04,EMP008543
ARR006770,CR008468,A008468,2026-07-29,EMP010052
ARR006771,CR008469,A008469,2026-05-11,EMP001284
ARR006772,CR008470,A008470,2025-05-15,EMP007311
ARR006773,CR008471,A008471,2025-04-27,EMP004739
ARR006774,CR008472,A008472,2025-08-06,EMP000873
ARR006775,CR008473,A008473,2026-01-28,EMP006732
ARR006776,CR008475,A008475,2025-03-07,EMP003254
ARR006777,CR008476,A008476,2024-09-19,EMP002336
ARR006778,CR008477,A008477,2025-06-17,EMP010014
ARR006779,CR008479,A008479,2025-11-09,EMP009252
ARR006780,CR008480,A008480,2026-03-07,EMP005271
ARR006781,CR008481,A008481,2024-09-19,EMP009840
ARR006782,CR008482,A008482,2025-07-28,EMP003301
ARR006783,CR008484,A008484,2026-01-26,EMP000888
ARR006784,CR008485,A008485,2025-03-20,EMP008709
ARR006785,CR008486,A008486,2024-11-10,EMP008256
ARR006786,CR008487,A008487,2025-03-18,EMP003261
ARR006787,CR008488,A008488,2024-09-07,EMP007021
ARR006788,CR008489,A008489,2025-02-26,EMP005455
ARR006789,CR008491,A008491,2025-06-24,EMP000443
ARR006790,CR008492,A008492,2024-09-11,EMP008276
ARR006791,CR008493,A008493,2026-07-10,EMP002637
ARR006792,CR008494,A008494,2026-06-25,EMP003315
ARR006793,CR008495,A008495,2024-10-11,EMP008231
ARR006794,CR008496,A008496,2024-10-21,EMP003263
ARR006795,CR008497,A008497,2024-11-28,EMP004550
ARR006796,CR008498,A008498,2025-07-27,EMP006243
ARR006797,CR008500,A008500,2025-05-13,EMP000887
ARR006798,CR008501,A008501,2025-02-22,EMP005767
ARR006799,CR008502,A008502,2025-08-12,EMP003281
ARR006800,CR008504,A008504,2026-06-08,EMP001752
ARR006801,CR008505,A008505,2025-12-03,EMP003312
ARR006802,CR008506,A008506,2025-01-27,EMP001450
ARR006803,CR008508,A008508,2025-09-02,EMP009303
ARR006804,CR008509,A008509,2024-12-08,EMP005708
ARR006805,CR008510,A008510,2025-10-04,EMP005166
ARR006806,CR008511,A008511,2024-09-20,EMP009930
ARR006807,CR008512,A008512,2025-03-12,EMP003303
ARR006808,CR008513,A008513,2025-10-15,EMP009652
ARR006809,CR008515,A008515,2024-09-25,EMP009358
ARR006810,CR008516,A008516,2024-11-16,EMP007723
ARR006811,CR008517,A008517,2025-10-12,EMP003319
ARR006812,CR008519,A008519,2026-06-30,EMP003315
ARR006813,CR008521,A008521,2025-04-22,EMP007754
ARR006814,CR008523,A008523,2025-12-05,EMP002192
ARR006815,CR008524,A008524,2025-04-01,EMP006111
ARR006816,CR008525,A008525,2025-05-25,EMP008087
ARR006817,CR008526,A008526,2025-04-08,EMP004811
ARR006818,CR008527,A008527,2024-11-07,EMP003688
ARR006819,CR008528,A008528,2025-08-02,EMP000954
ARR006820,CR008529,A008529,2025-02-26,EMP005637
ARR006821,CR008530,A008530,2025-12-16,EMP006843
ARR006822,CR008532,A008532,2025-12-09,EMP003371
ARR006823,CR008533,A008533,2025-11-11,EMP007757
ARR006824,CR008534,A008534,2026-06-13,EMP000193
ARR006825,CR008535,A008535,2026-02-07,EMP006869
ARR006826,CR008536,A008536,2025-09-22,EMP008147
ARR006827,CR008537,A008537,2025-05-23,EMP004549
ARR006828,CR008538,A008538,2025-12-01,EMP004559
ARR006829,CR008539,A008539,2026-01-20,EMP004721
ARR006830,CR008540,A008540,2025-05-30,EMP001112
ARR006831,CR008541,A008541,2024-12-29,EMP007915
ARR006832,CR008542,A008542,2025-08-17,EMP000231
ARR006833,CR008543,A008543,2025-12-12,EMP003291
ARR006834,CR008545,A008545,2025-03-27,EMP007827
ARR006835,CR008546,A008546,2024-08-31,EMP003314
ARR006836,CR008547,A008547,2024-10-08,EMP000015
