district_id,police_station_name,address,email,phone,circle,latitude,longitude
38,Kumta PS,"Near Police Ground, Nellikeri, Kumta",kumtakwr@ksp.gov.in,08386-222333,Kumta Circle,14.42931,74.42018
38,Mallapura PS,"Opp: Kaiga Township, Mallapur",mallapurkwr@ksp.gov.in,08382 - 254812,Kadra Circle,14.90038,74.3321
38,Manki PS,"Manki PS, Manki",mankikwr@ksp.gov.in,08387-257886,Honnavara Circle,14.18622,74.48644
38,Mundgod PS,"Bankapur Road, Mundgod",mundgodkwr@ksp.gov.in,08384-222211,Sirsi Sub-Division,14.62168,74.82729
38,Murudeshwar PS,"Kerekatte, Murdeshwar",murdeshwarkwr@ksp.gov.in,08385-228896,Bhatkal Circle,14.0906,74.49268
38,New Market PS,"Near Police Ground, Sirsi",sirsinewmarketkwr@ksp.gov.in,08384-236330,Sirsi Circle,14.54135,75.02042
38,Ramnagar PS,"Via Dandeli Road, Ramanagar",ramanagarkwr@ksp.gov.in,08284-248133,Joida Circle,15.42364,74.48832
38,Siddapura PS,"Opp: Police Quarters, Siddapur",siddapurkwr@ksp.gov.in,08384-230214,Sirsi Sub-Division,12.93963,77.59418
38,Sirsi Rural PS,"Near Police Ground, Sirsi",sirsiruralkwr@ksp.gov.in,08384-236233,Sirsi Circle,14.61838,74.8408
38,Sirsi Town PS,"Hulekal Road, Sirsi",sirsitownkwr@ksp.gov.in,08384-226333,Sirsi Circle,14.62105,74.84124
38,UK CEN Crime PS,UKUK,email@ksp.gov.in,88888-888888,Uttara Kannada District,14.80835,74.12702
38,UK Women PS,Ganapati Temple Main RoadKarwar,email@ksp.gov.in,88888-888888,Karwar Sub-Division,14.80729,74.12868
38,Yellapura PS,"Devi Temple Road, Yellapur",yellapurkwr@ksp.gov.in,08419-261133,Sirsi Sub-Division,14.9652,74.71216
39,Adarsh Nagar PS,Adarsha Nagar Police Station Solapur Road Bij,adarshnagarbjp@ksp.gov.in,08352-263333,Golgumbaz Circle,16.85022,75.71071
39,Alamatti PS,address,alamattibjp@ksp.gov.in,08426-281103,Basavan Bagewadi Circle,16.34302,75.89777
39,Almel PS,Almel Police Station Neat KSRTC Bus Stand Tq/,almelbjp@ksp.gov.in,08488-232033,Sindagi Circle,17.09008,76.21878
39,APMC PS,APMC Police Station -APMC Yard Indi Raod Bija,apmcbjp@ksp.gov.in,08352-252791,Golgumbaz Circle,16.8356,75.72165
39,Babaleshwar PS,Bableshwar Police Station Bijapur to Jamakhan,babaleshwarbjp@ksp.gov.in,08355-283033,Bijapur Rural Circle,16.66583,75.58032
39,Basavan Bagewadi PS,B.Bagewadi Police Station Kolhar Road Tq/Dist,bagewadibjp@ksp.gov.in,08358-245333,Basavan Bagewadi Circle,16.48632,75.68613
39,Bijapur rural PS,Bijapur Rural Police Station Road Near Railwa,bijapurruralbjp@ksp.gov.in,08352-250923,Bijapur Rural Circle,16.8265,75.73869
39,Bijapur Traffic PS,Bijapur Traffic Police Station Near Gandhi Ch,trafficbjp@ksp.gov.in,08352-252600,Bijapur Town Circle,16.8286,75.7147
39,Chadachan PS,Chadachan Police Station Marsdi Area Chadacha,chadachanbjp@ksp.gov.in,08422-278013,Chadachan Circle,17.31121,75.66832
39,Devara Hipparagi PS,D.Hipparagi Police Station Bijapur to Sindagi,devarhipparagibjp@ksp.gov.in,08424-283033,Sindagi Circle,16.81781,76.06317
39,Gandhi Chowk PS,Gandhi Chowk Police Station Near Gandhi Chowk,gandhichowkbjp@ksp.gov.in,08532-250033,Bijapur Town Circle,16.82882,75.71503
39,Golgumbaz PS,Golgumbaz Police Station Road Near Railway Br,golagumvazbjo@ksp.gov.in,08352-250214,Golgumbaz Circle,16.82638,75.73872
39,Hortti PS,Horti Police Stataion Inchageri Math Raod Hor,hortibjp@ksp.gov.in,08422-283733,Indi Circle,17.1179,75.7849
39,Indi PS,Indi Police Station Near Tasildar office Indi,indibjp@ksp.gov.in,08359-225333,Indi Circle,17.17691,75.95422
39,Indi Rural PS,Near Tahasildar OfficeOld A C House Indi,indiruralbjp@ksp.gov.in,88888-888888,Indi Circle,17.17691,75.95422
39,Jalanagar PS,,email@ksp.gov.in,88888-888888,Golgumbaz Circle,16.8068,75.7266
39,Kalkeri PS,Kalkeri Police Station Tq/Indi Dist/Bijapur -,kalakeribjp@ksp.gov.in,08424-273233,Sindagi Circle,16.67108,76.30807
39,Kolhar PS,Kolhar Police Station Tq/B.Bagewadi Dist/Bija,kolharbjp@ksp.gov.in,08426-283013,Basavan Bagewadi Circle,16.48632,75.68613
39,Managoli PS,Manguli Police Station Bijapur to B.Bagewadi,managulibjp@ksp.gov.in,08358-240833,Basavan Bagewadi Circle,16.64865,75.81688
39,Muddebihal PS,Muddebihal Police Station Near Tahasildar Off,muddebihalbjp@ksp.gov.in,08356-220333,Muddebihal Circle,16.3491,76.12877
39,Nidagundi PS,address,nidagundibjp@ksp.gov.in,08426-281434,Basavan Bagewadi Circle,16.36418,75.92764
39,Sindagi PS,Sindagi Police Station Bijapur Road Tq/Sindag,sindagibjp@ksp.gov.in,08422-221333,Sindagi Circle,16.92182,76.23162
39,Talikot PS,Talikot Police Station Hunasagi Road Tq:B.Bag,talikotbjp@ksp.gov.in,08356-266333,Muddebihal Circle,16.47981,76.31056
39,Tikota PS,Tikota Police Station Jath Road Tq/Dist: Bija,tikotabjp@ksp.gov.in,08352-231533,Bijapur Rural Circle,16.8445,75.51793
39,Vijayapur CEN Crime PS,Vijayapura Town,email@ksp.gov.in,88888-888888,Vijayapur District,16.833592,75.707369
39,Vijayapura Women PS,"NEAR GANDHI CHOWK POLICE STATION,GANDHI CHOWK CIRCLE, VIJAYAPURA-",womenbjp@ksp.gov.in,08352-253555,Bijapur Town Circle,16.8288,75.71503
39,Zalaki PS,Zalki Police Station Bijapur to Solapur Raod,zalakibjp@ksp.gov.in,08422-282233,Chadachan Circle,17.25149,75.80127
4,Agali PS,BIJPAUR ROAD AIGALI  TAL.ATHANI,aigalibgm@ksp.gov.in,08289-259433,Athani Circle,16.77946,75.24987
4,Ankalgi PS,GOKAK BELGAUM ROAD ANKALAGI TAL.GOKAK,ankalgibgm@ksp.gov.in,08332-262233,Gokak Circle,16.05133,74.51754
4,Ankali PS,,email@ksp.gov.in,8888-888888,Chikkodi Circle,16.54049,74.67042
4,Athani PS,MAIN BIJPAUR ROAD ATHANI TAL.ATHANI,athanibgm@ksp.gov.in,08289-251133,Athani Circle,16.77946,75.24987
4,Bailahongal PS,NEAR TAHSILDAR OFFICE  MURAGOD ROAD BAILHONGA,bailhongalbgm@ksp.gov.in,08288-233133,Bailahongala Circle,15.81844,74.86291
4,Basaweshwar Chowk PS,BASVESHWAR CHOWK NIPPANI TAL.CHIKKODI,nippanibcbgm@ksp.gov.in,08338-220513,Nippani Circle,16.41091,74.37753
4,Belagavi CEN Crime PS,Dist. Court CompoundBelagavi Town,dcbbgm@ksp.gov.in,0831-2405677,Belagavi District,15.873568,74.529618
4,Chikkodi PS,OPPOSITE KSRTC BUS STAND  CHIKKODI TAL.CHIKKO,chikkodibgm@ksp.gov.in,08338-272133,Chikkodi Circle,16.42403,74.57673
4,Chikkodi Town Traffic PS,,email@ksp.gov.in,8888-888888,Chikkodi Circle,16.424752,74.576101
4,Doddawad PS,BELAVDI ROAD DODDAWAD TAL.BAILHONGAL,doddawadbgm@ksp.gov.in,08288-235545,Kittur  Circle,15.67907,74.9597
4,Ghataprabha PS,GOKAK-MUDALAGI  ROAD GHATAPRABHA TAL.GOKAK,ghataprabhabgm@ksp.gov.in,08332-286533,Mudalgi Circle,16.23719,74.76622
4,Gokak Rural PS,FALLS ROAD GOKAK TAL.GOKAK DIST,gokakruralbgm@ksp.gov.in,08332-225333,Gokak Circle,16.16267,74.81036
4,Gokak Town PS,OPP  CENTRAL BUS STAND  GOKAK,gokaktownbgm@ksp.gov.in,08332-225033,Gokak Circle,16.10363,74.6856
4,Harugeri PS,,email@ksp.gov.in,8888-888888,Raibag Circle,16.51586,74.94943
4,Hukkeri PS,RAIBAG ROAD HUKKERI TAL.HUKKERI,hukkeribgm@ksp.gov.in,08333-265133,Hukkeri Circle,16.23752,74.6052
4,Kagwad PS,ATHANI ROAD KAGAWAD TAL.ATHANI .,kagwadbgm@ksp.gov.in,08339-264633,Athani Circle,16.69599,74.71672
4,Katkol PS,MAIN ROAD KATAKOL TAL.RAMDURGa,murgodbgm@ksp.gov.in,08335-262133,Ramadurga Circle,15.98541,75.13606
4,Khadakalat PS,KadakalatBelagavi District,khadakalatbgm@ksp.gov.in,8888-888888,Nippani Circle,16.44599,74.47087
4,Khanapur PS,NH-4-A   KHANAPUR  TAL.KHANAPUR,khanapurbgm@ksp.gov.in,08336-222333,Khanapur Circle,15.62363,74.5627
4,Kittur PS,FORT ROAD KITTUR TAL BAILHONGAL,kitturbgm@ksp.gov.in,08288-286233,Kittur  Circle,15.59983,74.789
4,Kudachi PS,CHINCHALI ROAD KUDACHI TAL.RAIBAG,kudachibgm@ksp.gov.in,08331-235233,Raibag Circle,16.62445,74.85453
4,Kulgod PS,MUDHOL ROAD KULAGOD TAL.GOKAK,kulgodbgm@ksp.gov.in,08332-222233,Mudalgi Circle,16.24464,75.0464
4,Mudalgi PS,NEW BUILDING GOKAK ROAD MUDALAGI TAL.GOKAK,mudalgibgm@ksp.gov.in,08332-251333,Mudalgi Circle,16.33744,74.96419
4,Murgod PS,SOGAL ROAD MURAGOD TAL.SAVADATTI,murgodbgm@ksp.gov.in,08337-265533,Saundatti Circle,15.88668,74.92691
4,Nandagad PS,NH-4-A  RAMNAGAR ROAD NANDAGAD TAL.KHANAPUR,nandagadbgm@ksp.gov.in,08336-236633,Khanapur Circle,15.57993,74.57637
4,Nesargi PS,OPPOSITE BUS STAND NESARGI TAL.BAILHONAL,nesargibgm@ksp.gov.in,08288-275233,Bailahongala Circle,15.90715,74.78796
4,Nippani Rural PS,POLICE QUARTERS OLD P.B.ROAD  NIPPANI  TAL.CH,nippaniruralbgm@ksp.gov.in,08338-220213,Nippani Circle,16.39426,74.38384
4,Nippani Town PS,POLICE QUARTERS OLD P.B.ROAD  NIPPANI  TAL.CH,nippanitownbgm@ksp.gov.in,08338-220033,Nippani Circle,16.39426,74.38384
4,Raibag PS,MAIN ROAD TAHASILDAR OFFICE RAIBAG TAL.RAIBAG,raibagbgm@ksp.gov.in,08331-225333,Raibag Circle,16.49289,74.77008
4,Ramadurga PS,BEHIND CIVIL HOSPITAL TIRUPATI NAGAR ROAD RAM,ramadurgbgm@ksp.gov.in,08335-242333,Ramadurga Circle,15.94932,75.29486
4,Sadalaga PS,MAIN ROAD OPPOSITE KEB POWER GRID SADALAGA TA,sadalgabgm@ksp.gov.in,08338-251633,Chikkodi Circle,16.54974,74.53241
4,Sankeshwar PS,OLD P.B. ROAD SANKESHWAR  TAL.HUKKERI,sankeshwarbgm@ksp.gov.in,08333-273303,Hukkeri Circle,16.25432,74.48701
4,Soundatti PS,FORT ROAD SAVADATTI,saundattibgm@ksp.gov.in,08330-222333,Saundatti Circle,15.76327,75.10802
4,Yamakanmardi PS,NH4 P.B. ROAD YAMAKANAMARDI  TAL.HUKKERI,yamakanmardibgm@ksp.gov.in,08333-276333,Hukkeri Circle,16.12774,74.51655
40,Bheemarayanagudi PS,Bapu Gouda Circle Gulbarga road b-gudi,bgudiydr@ksp.gov.in,08479-222055,Shahapura Rural Circle,16.72064,76.80381
40,Gogi PS,Near Chanda Hussen darga gogi,gogiydr@ksp.gov.in,08479-225533,Shahapura Rural Circle,16.73302,76.74613
40,Gurumitkal PS,"Near Choudamma temple, Gurmitkal",gurmitkalydr@ksp.gov.in,08473-225054,Gurumitkal Circle,16.8655,77.38943
40,Hunasagi PS,"UKP Camp Narayanpur road Tq, Shorapur",hunsagiydr@ksp.gov.in,08444-200388,Hunasigi Circle,16.456071,76.526063
40,Kembhavi PS,Near Ambedkar Circle Kembhavi,kembhaviydr@ksp.gov.in,08443-278210,Hunasigi Circle,16.64774,76.53239
40,Kodekal PS,Near Channa Basaweshwar Temple Kodekal TQ. Sh,kodekalydr@ksp.gov.in,08444-222833,Hunasigi Circle,16.35392,76.40657
40,Narayanapura PS,"UKP Camp Narayanpur village Tq, Shorapur",narayanpurydr@ksp.gov.in,08444-229624,Hunasigi Circle,16.25568,76.36869
40,Saidapur PS,"Near govt I.B.  Saidapur TQ, Yadgir",saidapurydr@ksp.gov.in,08473-224233,Gurumitkal Circle,16.5748,77.25227
40,Shahapur PS,Vidyanagar Area Shahapur,shahapurydr@ksp.gov.in,08479-243329,Shorapur Sub Division,16.69948,76.84178
40,Shorapur PS,Near Govt Collage Shorapur,shorapurydr@ksp.gov.in,08443-256030,Shorapur Sub Division,16.5259,76.75947
40,Wadigere PS,Wadagera village,wadageraydr@ksp.gov.in,08479-219003,Yadgiri Circle,16.59307,77.10055
40,Yadgir CEN Crime PS,Yadgir,email@ksp.gov.in,88888-888888,Yadgir District,16.751884,77.138522
40,Yadgir Traffic PS,"Opp Jawahar CollegeKanakadasa Circle, Yadgir Tq",email@ksp.gov.in,88888-888888,Yadgiri Circle,16.762793,77.132378
40,Yadgir Women PS,Opp Jawahar collegeKanakadasa Circle,email@ksp.gov.in,88888-888888,Yadgiri Sub-Division,16.76276,77.13235
40,Yadgiri Rural PS,Near Balaji Temple yadgir,yadgirruralydr@ksp.gov.in,08473-252303,Yadgiri Circle,16.76276,77.13235
40,Yadgiri Town PS,Near gandhi chowk Yadgir,yadgirydr@ksp.gov.in,08473-252100,Yadgiri Circle,16.7716,77.13785
5,Adugodi PS,"Adugodi Police Station, Hosur Lashkar Road, B",adugodibcp@ksp.gov.in,080-22942069,Madivala Sub-Division,12.94143,77.61154
5,Adugodi Traffic PS,"1st floor Corporation building,Hosur lashkar",adugoditrafficbcp@ksp.gov.in,080-22943125,South East Traffic Sub-Division,12.56295,77.36309
5,Airport Traffic PS,Bangalore-560017,airporttrafficbcp@ksp.gov.in,080-22943115,Whitefield Traffic Sub Division,12.959908,77.66748
5,Amruthahally PS,"Amruthahalli Police Station, c/o Sriramapura",email@ksp.gov.in,080-22943644,Sampigehalli Sub-Division,13.05686,77.59857
5,Annapoorneshwari Nagar PS,Annapoorneshwarinagar,apnagarbcp@ksp.gov.in,9480801715,Kengeri Gate Sub-Division,12.96902,77.51248
5,Ashoknagar PS,ASHOKANAGAR POLICE STATION NEW BLDG COMMISSIO,anagarbcp@ksp.gov.in,080-22942580,Cubban Park Sub division,12.5818,77.36369
5,Ashoknagar Traffic PS,Behind Philomina Hospital. Mother terasa Road,anagartrafficbcp@ksp.gov.in,080-22943122,Central Traffic  Sub-Division,12.58179,77.36372
5,Avalahally PS,Avalahally Post,avalahallibng@ksp.gov.in,8028472500,Hosakote Circle,13.628,77.34044
5,Bagalagunte PS,BagalagunteBagalagunte,bagalaguntepsbcp@ksp.gov.in,8888-888888,Yeshwanthapura Sub-Division,13.05955,77.50366
5,Bagalur PS,"BAGALUR PS, BAGALUR, JALA HOBLI, BANGALORE NO",email@ksp.gov.in,080-28469100,Sampigehalli Sub-Division,12.83442,77.86883
5,Banasawadi Traffic PS,"5th, A main Kalyananagar, Next to KEB Office,",bwaditrafficbcp@ksp.gov.in,080-22942217,East Traffic Sub-Division,13.01963,77.64031
5,Banashankari PS,"Banashankari Police Station, Near BNM College",bskbcp@ksp.gov.in,080-22942060,Jayanagar Sub-Division,13.11021,77.38248
5,Banaswadi PS,"No.4, 5th B Main, 2nd Block, HRBR Layout, Kal",bswadibcp@ksp.gov.in,22942552,Banaswadi Sub Division,12.92927,77.56797
5,Bandepalya PS,BandepalyaBandepalya,bandepalyapsbcp@ksp.gov.in,8888-888888,Electronic City Sub Division,12.54202,77.38295
5,Basavanagudi PS,"Basavanagudi  Police Station, K.R.Road, Banga",bgudibcp@ksp.gov.in,080-22942057,Jayanagar Sub-Division,12.942,77.57424
5,Basavanagudi Traffic PS,add,email@ksp.gov.in,8888-888888,South Traffic Sub-Division,12.94202,77.57449
5,Basavanagudi Women PS,"Basavanagudi Women Police Station, T.R.Nagar,",bgudiwbcp@ksp.gov.in,080-22943250,Jayanagar Sub-Division,12.92901,77.56781
5,Beguru PS,BeguruBeguru,begurpsbcp@ksp.gov.in,8888-888888,Electronic City Sub Division,12.87812,77.62435
5,Bellanduru PS,BellanduruBellanduru,bellandurupsbcp@ksp.gov.in,8888-888888,Marathahalli Sub Division,12.919207,77.66781
5,Bharathi Nagar PS,"St.Johns Church Road, Behind Bharathinagar Po",bnagarbcp@ksp.gov.in,22942147,Pulakeshinagar Sub-Division,12.9912,77.61209
5,BIAL PS,"BIAL PS  Near New Bus Station, Devanahalli To",email@ksp.gov.in,080-27680222,Devanahalli Sub-Division,13.19915,77.70599
5,BIAL Traffic PS,address,bialtrafficbcp@ksp.gov.in,email@ksp.gov.i,North East Traffic Sub Division,13.200756,77.709504
5,Bommanahalli PS,,email@ksp.gov.in,8888-888888,Mico Layout Sub-Division,12.91062,77.62498
5,Byadarahalli PS,,email@ksp.gov.in,8888-888888,Vijayanagar Sub-Division,12.9865,77.4896
5,Byappanahalli PS,"NO 1 & 2, D Block, Byappanhalli, Police Quart",bbpnhallibcp@ksp.gov.in,22942545,Halasur  Sub-Division,12.99185,77.65581
5,Byatarayanapura PS,"Byataranapura Police Station,  Mysore road,",bypurabcp@ksp.gov.in,080-22942507 08,Kengeri Gate Sub-Division,12.9514,77.54012
5,Byatrarayanapura Traffic PS,"Byatarayanapura Traffic Police Station, Opp.K",bypuratrafficbcp@ksp.gov.in,080-22943011/26,West Traffic Sub-Division,12.95139649,77.54012472
5,Chamarajpet PS,"Chamarajpet Police Station, No-261, 5th Cross",cmpetbcp@ksp.gov.in,080-22942071,Chickpet Sub-Division,12.96051,77.56439
5,Chamarajpet Traffic PS,"Chickpet Traffic Police Station, 2nd Floor, U",chickpettrafficbcp@ksp.gov.in,8022942664,West Traffic Sub-Division,12.960454,77.56437
5,Chandra Layout PS,"Chandra Layout Police Station,  Behind BESCOM",clayoutbcp@ksp.gov.in,080-22942512 08,Kengeri Gate Sub-Division,12.9589,77.5284
5,Channammanakere Achu Kattu PS,"C.K.Achchukattu Police Station, Ground Floor,",chkactps@ksp.gov.in,080-22942380,Vishveshwarapuram Sub Division,12.93012,77.5606
5,Chikkajala PS,"CHIKKAJALA PS, CHIKKAJALA , JALA HOBLI, BANGA",email@ksp.gov.in,080-28467200,Devanahalli Sub-Division,13.17329,77.63321
5,Chikkajala Traffic PS,address,chikkajalatrafficbcp@ksp.gov.in,8028467559,North East Traffic Sub Division,13.172387,77.633579
5,City Market Traffic PS,"City Market Traffic Police Station, Kalasipal",citymarkettrafficbcp@ksp.gov.in,8022943006,West Traffic Sub-Division,12.95059539,77.5746602
5,Commercial Street PS,"No.70, Old No.108, Commercial Street, Bangalo",commercialbcp@ksp.gov.in,22942149,Pulakeshinagar Sub-Division,12.98208,77.60643
5,Cottonpet PS,"Cottonpet  Police Station, Cottonpet Main Road",cotpetbcp@ksp.gov.in,8022942508,Chickpet Sub-Division,12.96802,77.5701
5,Cubbon Park PS,"CUBBON PARK POLICE STATION,KASTOORBA ROAD, CU",cparkbcp@ksp.gov.in,080-22942591,Cubban Park Sub division,12.98003,77.59796
5,Cubbonpark Traffic PS,"#99,groad way road ,Cubban park, bangalore-56",cparktrafficbcp@ksp.gov.in,080-22942675,Central Traffic  Sub-Division,12.58334,77.35523
5,Cyber Crime Police Station,Infantry RoadBengaluru,cybercrimebcp@ksp.gov.in,8888-888888,Bengaluru City,12.981221,77.585092
5,Devanahalli PS,"Devanahalli PS Near New Bus Station, Devanaha",email@ksp.gov.in,080-27680333,Devanahalli Sub-Division,13.24548,77.71238
5,Devarajeevanahalli PS,"Srikesrimal, Ananda talkies complex, D.J.Hall",djhallibcp@ksp.gov.in,22942550,K G Halli Sub Division,13.00933,77.61034
5,East Zone Women PS,Shivajinagar PS Premise,hagatewbcp@ksp.gov.in,080-22942585,Pulakeshinagar Sub-Division,12.57396,77.34594
5,Electronic City PS,"NO.A.101, 1ST BLOCK, KSFITC LIMITED COMPLEX,",electroniccitybcp@ksp.gov.in,22943476,Electronic City Sub Division,12.5024,77.3947
5,Electronic City Traffic PS,address,electroniccitytrafficbcp@ksp.gov.in,080-22943718,South East Traffic Sub-Division,12.50211,77.39424
5,Gangammana Gudi PS,"Gangammagudi P.S. No.T-76/1 &2 S.M.road, Jala",gggudibcp@ksp.gov.in,22942530,Yeshwanthapura Sub-Division,13.07216,77.52999
5,Girinagar PS,"Girinagar Police Station, 6th Main, Girinagar",gnagarbcp@ksp.gov.in,080-22942073,Vishveshwarapuram Sub Division,12.936,77.5439
5,Govindaraja Nagar PS,"Saraswathi Nagar, Huchappa Layout, Govindaraja Nagar Ward",govindaraja@ksp.gov.in,080-88888888,Vijayanagar Sub-Division,13.635115,76.5127348
5,H.A.L. PS,"MARATHALLI MAIN ROAD, NEXT TO HAL MUSEUM, BAN",halbcp@ksp.gov.in,22942542,Marathahalli Sub Division,12.955006,77.682855
5,Halasur Gate Traffic PS,"Near Corporation, Bangalore-560002",hgatetrafficbcp@ksp.gov.in,080-22943124,Central Traffic  Sub-Division,12.57597,77.35139
5,Halasur PS,"NO.1, 1st Floor, Halasuru Police Station buil",halasoorbcp@ksp.gov.in,22942541,Halasur  Sub-Division,12.97491,77.62546
5,Halasur Traffic PS,"Opp Ramaiah circle,Halasur, Bangalore- 560008",halasoortrafficbcp@ksp.gov.in,080-22942751,East Traffic Sub-Division,12.58289,77.37311
5,Hanumanthanagar PS,"Hanumanthanagar Police Station, Vidhyapita Ci",hnagarbcp@ksp.gov.in,080-22942072,Vishveshwarapuram Sub Division,12.56105,77.33413
5,Hebbagodi PS,"Hebbagodi,",hebbagodibng@ksp.gov.in,8027832922,Anekal Sub Division,12.82631,77.68212
5,Hebbal PS,"Hebbala P.S., Hebbala, Bellary Road, Bangalor",hebbalbcp@ksp.gov.in,22942535,J.C. Nagar Sub-Division,13.03839,77.58966
5,Hennur PS,"No.6/5, Hennur Main Road, Bangalore 560 043.",hennurbcp@ksp.gov.in,22942557,Banaswadi Sub Division,13.02391,77.6451
5,High Grounds PS,HIGH GROUND POLICE STATION. MILLERS ROAD NEA,Hgroundbcp@ksp.gov.in,080-22942587,Seshadripuram Sub-Division,12.98996,77.59277
5,High Grounds Traffic PS,"Race course road oppsite Race Couse, bangalor",hgroundtrafficbcp@ksp.gov.in,080-22942917,Central Traffic  Sub-Division,12.59496,77.3459
5,HSR Lay Out Traffic PS,,email@ksp.gov.in,8888-888888,South East Traffic Sub-Division,12.55185,77.39388
5,HSR Layout PS,"NO.29/A, 27TH MAIN ROAD, HSR LAYOUT, 1ST SECT",hsrlayoutbcp@ksp.gov.in,25747751 257291,Madivala Sub-Division,12.92015,77.65139
5,Hulimavu PS,"NO.58/2, GAVI GANGADESHWARA TEMPLE BANDE, BAN",hulimavubcp@ksp.gov.in,22943470,Electronic City Sub Division,12.52359,77.36002
5,Hulimavu Traffic PS,,email@ksp.gov.in,8888-888888,South East Traffic Sub-Division,12.51234,77.35204
5,Indiranagar PS,"No.1, Near Venkateshwara petrol bunk, OM Main",inagarbcp@ksp.gov.in,22942541,Halasur  Sub-Division,12.98299,77.63828
5,J.C. Nagar PS,"J.C.Nagar P.S., J.C.Nagar Jayamahal Main Road",jcnagarbcp@ksp.gov.in,22942534,J.C. Nagar Sub-Division,13.00558,77.59357
5,Jagajeevanram Nagar PS,"Jagajeevanram Nagar Police Station, Near Sang",jjnagarbcp@ksp.gov.in,080-22942509 08,Kengeri Gate Sub-Division,12.96408,77.55508
5,Jalahalli PS,"Jalahalli P.S. H.M.T Main, Road, Infront of H",jhallibcp@ksp.gov.in,22942527,Yeshwanthapura Sub-Division,13.04867,77.54954
5,Jalahalli Traffic PS,,email@ksp.gov.in,8888-888888,North Traffic Sub-Division,13.025536,77.325743
5,Jayanagar PS,"Jayanagar Police Station, 4th Block, Jyanagar",Jnagarbcp@ksp.gov.in,080-22942058,Jayanagar Sub-Division,12.92858,77.58139
5,Jayanagar Traffic PS,"jayanagara traffic polic station,diagnol road",jnagartrafficbcp@ksp.gov.in,080-22943105/26,South Traffic Sub-Division,12.973242,77.541409
5,Jayaprakash Nagar PS,"J.P.Nagar Police Station, 23rd Main, 8th Cros",jpnagarbcp@ksp.gov.in,080-22942059,Jayanagar Sub-Division,12.9118,77.5876
5,Jeevan Bheemanagar PS,"P2, 10th main road, J.B.Nagar Bangalore",jbnagarbcp@ksp.gov.in,22942543,Halasur  Sub-Division,12.9677,77.65539
5,Jnanabharathi PS,"Jnanabharathi Police Station,  Bangalore Univ",jbharathibcp@ksp.gov.in,080-22942513 08,Kengeri Gate Sub-Division,12.95055,77.50027
5,Jnanabharathi Traffic PS,5th Block Second stage nagarabhavi 560072,Jananbharati-west@ksp.gov.in,00000-000000,Vijayanagar traffic sub division,12.9690349,77.5037233
5,K G Halli Traffic PS,Arabic College PostNagavara Main Road,kghallitrfbcp@ksp.gov.in,8025474596,East Traffic Sub-Division,13.0250519,77.6274596
5,K.R. Puram PS,"No.03, Tank Road, Beside to Govt. Hospital, K",krpurambcp@ksp.gov.in,22942553,Whitefield Sub Division,13.009016,77.693287
5,K.R.Puram Traffic PS,"Old Madras road,K R Puram Bangalore-560036",krpuramtrafficbcp@ksp.gov.in,080-22942928,Whitefield Traffic Sub Division,13.02869,77.41378
5,Kadugodi PS,"KADUGODI MAIN ROAD, BIDRAHALLI HOBLI, BANGALO",kadugodibcp@ksp.gov.in,22943471,Whitefield Sub Division,12.995415,77.757821
5,Kadugondana Halli PS,"Nagarawara Main Raod, K G Halli, Arabic Colle",kghallibcp@ksp.gov.in,22942556,K G Halli Sub Division,13.02505,77.62746
5,Kamakshipalya PS,"Kamashipalaya Police Station,   # 1, NHCS Lay",kmpalyabcp@ksp.gov.in,080-22942517 08,Vijayanagar Sub-Division,12.98222,77.53202
5,Kamakshipalya Traffic PS,"Kamakshipalya Traffic  Police Station, Magadi",kmpalyatrafficbcp@ksp.gov.in,8022943009,West Traffic Sub-Division,12.98222366,77.5320189
5,Kempapura Agrahara PS,"Kempapura Agrahara Police Station, # 14/5, 1s",kpagaraharabcp@ksp.gov.in,080-22942518 08,Vijayanagar Sub-Division,12.97251,77.56158
5,Kempegowda Nagar PS,"K.G.Nagar Police Station, K.G.Nagar Road, Ban",kgnagarbcp@ksp.gov.in,080-22942074,Vishveshwarapuram Sub Division,12.94916,77.56318
5,Kengeri PS,"Kengeri Police Station,  Bangalore Mysore Mai",kengeribcp@ksp.gov.in,080-22942510080,Kengeri Gate Sub-Division,12.91048,77.48157
5,Kengeri Traffic PS,,email@ksp.gov.in,8888-888888,West Traffic Sub-Division,12.554136,77.285359
5,Kodigehalli PS,address,email@ksp.gov.in,080-22943703,Yelahanka Sub-Division,13.062104,77.574066
5,Konanakunte PS,KonanakunteKonanakunte,kkuntepsbcp@ksp.gov.in,8888-888888,Subramanyapura Sub Division,12.88393,77.56641
5,Koramangala PS,"NO.8/A, 20TH MAIN, 6TH BLOCK, KORAMANGALA, BA",kmangalabcp@ksp.gov.in,22942570 255037,Madivala Sub-Division,12.56284,77.37168
5,Kothanur PS,address,email@ksp.gov.in,080-22943694,Sampigehalli Sub-Division,13.06013,77.65151
5,Kumaraswamy Layout PS,"K.S.Layout Police Station, 14th Main, K.S.Lay",kslayoutbcp@ksp.gov.in,080-22942063,Subramanyapura Sub Division,12.90533,77.5633
5,Kumaraswamy Layout Traffic PS,"kumarswamy layout traffic police station, 1st",kslyttrafficbcp@ksp.gov.in,8022943109,South Traffic Sub-Division,12.90116,77.544275
5,Kumbalagudu PS,,email@ksp.gov.in,88888-888888,Magadi Sub Division,12.87516,77.44415
