crime_id,crime_datetime,time_slot,district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,police_station_name,crime_latitude,crime_longitude,crime_category,crime_type,crime_severity,hotspot_score,victim_age,victim_gender,accused_id,accused_age,accused_gender,fir_registered,case_status,cctv_available,response_time_minutes
CR045215,2026-02-14 22:41:25,Night,635,Yadgir,5589,Yadgir,218197.0,Varkanalli,621311,Koilur,Yadgir Women PS,16.76404,77.131966,Violent Crime,Robbery,Critical,65,32,Male,ACC324386,34,Male,Yes,Closed,No,15
CR045216,2025-01-12 18:15:26,Night,539,Hassan,5560,Channarayapatna,218360.0,Noranakki,617040,Vantigudda Kaval,Holenarasipura Rural PS,12.779198,76.260694,Violent Crime,Robbery,Critical,84,67,Male,ACC961213,18,Female,Yes,Under Investigation,Yes,6
CR045217,2024-08-04 09:06:58,Night,548,Tumakuru,5538,Gubbi,220127.0,Ankasandra,611681,Kurubarahalli,Tavarekere PS,12.972267,77.392391,Property Crime,Shop Theft,Medium,24,60,Male,ACC916091,32,Female,Yes,Pending Trial,Yes,26
CR045218,2025-04-29 16:32:56,Evening,548,Tumakuru,5541,Kunigal,220192.0,Joddihossahalli,612701,Yedehalli,Huliyurdurga PS,12.813708,77.04724,Rural Crime,Crop Theft,Medium,20,77,Male,ACC00376,29,Female,Yes,Under Investigation,No,59
CR045219,2025-03-27 15:05:30,Night,550,Uttara Kannada,5488,Bhatkal,220582.0,Bailur,603818,Bailur,Mundgod PS,14.620334,74.823842,Public Order,Illegal Gambling,Medium,91,23,Male,ACC00275,36,Female,Yes,Closed,No,22
CR045220,2026-05-14 06:47:10,Evening,630,Chikkaballapura,5596,Chikkaballapura,218824.0,Agalagurki,623643,Chikkakadiganahalli,Chelur PS,13.255358,76.554409,Cyber Crime,OTP Scam,Medium,27,45,Female,ACC613200,35,Male,Yes,Under Investigation,No,20
CR045221,2024-12-02 05:51:25,Afternoon,539,Hassan,5556,Hassan,218374.0,Channangihalli,616106,Dodda Bikanahalli,Arasikere Rural PS,13.298869,76.270798,Public Order,Illegal Liquor,Medium,24,51,Female,ACC249854,40,Male,Yes,Pending Trial,Yes,31
CR045222,2025-12-18 04:47:57,Evening,546,Raichur,7097,Sirwar,273075.0,Chincharaki,600929,Huda,Lingasugur PS,16.169072,76.524786,Economic Crime,Cheating,Medium,59,53,Female,ACC00443,36,Male,No,Closed,Yes,24
CR045223,2026-03-11 03:42:08,Afternoon,547,Shivamogga,5517,Shikarpur,219963.0,Kappanahalli,607767,Kalenahalli,Tunga Nagar PS,13.928086,75.563629,Crime Against Women,Domestic Violence,High,7,71,Female,ACC023139,36,Female,Yes,Under Investigation,No,20
CR045224,2025-04-08 01:42:53,Evening,532,Chikkamagaluru,5531,Mudigere,216935.0,Nandipura,609963,Indravalli,Koppa PS,12.711729,76.962756,Economic Crime,Financial Fraud,Medium,45,64,Female,ACC830089,60,Female,Yes,Pending Trial,Yes,35
CR045225,2025-10-08 01:34:28,Night,546,Raichur,5459,Lingasugur,219709.0,Goudur,600460,Bandebhavi,Raichur West PS,16.186521,77.32558,Property Crime,Chain Snatching,Medium,54,64,Male,ACC486417,42,Female,No,Under Investigation,Yes,43
CR045226,2026-06-15 02:37:15,Night,535,Davanagere,5511,Jagalur,217629.0,Sokke,606384,Chikkabantanahalli,Honnali PS,14.224462,75.646099,Rural Crime,Crop Theft,Medium,39,51,Female,ACC00277,64,Male,No,Closed,No,47
CR045227,2025-06-15 04:39:38,Morning,541,Kodagu,7125,Ponnampet,218729.0,B. Shettigeri,618052,B.Shettigeri,Kodagu Women PS,12.421515,75.759891,Economic Crime,Financial Fraud,Medium,30,63,Male,ACC00300,44,Female,Yes,Pending Trial,No,57
CR045228,2025-01-17 05:53:03,Late Night,544,Mandya,5552,Malavalli,219313.0,Sarguru,614823,Kanikalli,Bindiganavile PS,12.896178,76.642748,Violent Crime,Robbery,Critical,33,38,Male,ACC00147,37,Male,Yes,Closed,Yes,5
CR045229,2025-11-23 13:05:50,Afternoon,550,Uttara Kannada,5479,Supa,220741.0,Akheti,602635,Vatala,Ankola PS,14.648525,74.3123,Crime Against Women,Stalking,High,42,24,Female,ACC413267,51,Male,Yes,Closed,Yes,27
CR045230,2024-11-01 11:56:17,Afternoon,533,Chitradurga,5506,Holalkere,217127.0,Chithrahalli,605717,Hanumanakatte,Chitradurga Extension PS,14.223163,76.429546,Rural Crime,Cattle Theft,Medium,50,74,Female,ACC00297,42,Female,Yes,Charge Sheet Filed,No,20
CR045231,2025-10-17 22:04:35,Afternoon,539,Hassan,5558,Arkalgud,218233.0,Katti Mallenahalli,616573,Arakalgud (Rural),Yesalur PS,12.780558,75.851973,Economic Crime,Financial Fraud,Medium,37,49,Male,ACC00396,20,Male,Yes,Under Investigation,Yes,55
CR045232,2026-07-09 04:05:06,Afternoon,544,Mandya,5548,Pandavapura,219408.0,Kyathanahalli,614212,Ukkada,Shivalli PS,12.571213,76.8108,Public Order,Illegal Liquor,Medium,9,58,Female,ACC758060,58,Male,Yes,Pending Trial,No,49
CR045233,2024-12-09 20:27:04,Afternoon,535,Davanagere,5514,Channagiri,217439.0,Lingadahalli,948412,Basavarajapura,Malebennur PS,14.341968,75.755964,Economic Crime,Financial Fraud,Medium,72,62,Female,ACC460420,21,Male,No,Under Investigation,Yes,36
CR045234,2026-03-21 17:03:18,Morning,550,Uttara Kannada,5485,Kumta,220660.0,Alakod,603476,Santur,Dandeli Town PS,15.253196,74.621882,Crime Against Women,Domestic Violence,High,8,50,Female,ACC041505,66,Male,Yes,Charge Sheet Filed,Yes,19
CR045235,2026-01-11 15:46:18,Night,548,Tumakuru,5537,Tumakuru,220382.0,Nidavallalu,611539,Doddaguni,Turuvekere PS,13.149085,76.675465,Property Crime,Vehicle Theft,Medium,24,80,Male,ACC00194,56,Male,Yes,Pending Trial,No,23
CR045236,2026-07-18 20:41:02,Night,537,Gadag,7083,Laxmeshwar,272968.0,Govanala,602079,Wadeyar Mallapur,Nargund PS,15.429739,75.215454,Economic Crime,Cheating,Medium,42,45,Female,ACC236626,70,Female,Yes,Closed,Yes,58
CR045237,2026-06-07 01:19:34,Night,548,Tumakuru,5535,Madhugiri,220226.0,D.V.Halli,610846,Kuppachariroppa,Chikkanayakanahalli PS,13.237509,76.368151,Public Order,Illegal Liquor,Medium,35,48,Male,ACC658524,26,Female,Yes,Closed,Yes,33
CR045238,2025-12-18 22:55:06,Evening,548,Tumakuru,5534,Pavagada,220258.0,Budibetta,610554,Budibetta,Tumkur Traffic PS,13.336128,77.095703,Rural Crime,Crop Theft,Medium,18,40,Female,ACC035165,40,Female,Yes,Closed,Yes,38
CR045239,2026-06-26 12:48:36,Night,538,Kalaburagi,5583,Chincholi,217931.0,Chimmaidlai,620414,Chimmaidlai,Station Bazar PS,17.32667,76.816455,Violent Crime,Murder,Critical,57,20,Female,ACC00154,66,Male,Yes,Under Investigation,No,6
CR045240,2025-01-05 12:50:45,Morning,543,Koppal,5465,Kushtagi,219164.0,Mudenoor,601470,Benchamatti,Alwandi PS,15.231858,75.972729,Rural Crime,Sand Mining,Medium,81,22,Female,ACC00395,33,Male,Yes,Pending Trial,Yes,53
CR045241,2026-06-09 05:30:32,Night,527,Belagavi,5438,Belagavi,215671.0,Agasage,597686,Agasage,Udyambag PS,15.837217,74.481227,Crime Against Women,Domestic Violence,High,58,23,Female,ACC936665,47,Male,Yes,Charge Sheet Filed,No,18
CR045242,2024-08-31 05:03:15,Afternoon,630,Chikkaballapura,7407,Chelur,218849.0,Buradagunte,624313,Gadigivarahalli,Nandi Giridhama PS,13.38351,77.706749,Rural Crime,Crop Theft,Medium,89,79,Female,ACC922490,47,Female,No,Closed,No,59
CR045243,2025-05-10 12:31:18,Evening,548,Tumakuru,5533,Sira,220320.0,Tavarekere,610325,Mosarakunte,Kolala PS,13.219189,77.167333,Cyber Crime,UPI Fraud,Medium,33,44,Male,ACC00317,49,Male,Yes,Closed,Yes,29
CR045244,2024-11-23 12:14:06,Night,539,Hassan,5554,Belur,218322.0,Savasihalli,615291,Komaranahalli,Hassan Extn. PS,13.010588,76.12684,Cyber Crime,Phishing,Medium,22,73,Male,ACC360065,66,Female,Yes,Closed,No,29
CR045245,2024-10-22 13:08:52,Night,548,Tumakuru,5540,Turuvekere,220395.0,Bitarahossalli,612419,Chikkabeeranakere,Honnavalli PS,13.344053,76.400507,Violent Crime,Assault,Critical,75,38,Male,ACC171585,48,Male,Yes,Under Investigation,No,5
CR045246,2025-05-24 18:41:25,Afternoon,535,Davanagere,5512,Davanagere,217490.0,Kukkavada,606689,Honnamaradi,Basavanagara PS,14.48933,75.929728,Crime Against Women,Sexual Harassment,High,13,40,Female,ACC506444,47,Male,Yes,Pending Trial,No,19
CR045247,2026-03-15 13:41:49,Evening,548,Tumakuru,5532,Chiknayakanhalli,220110.0,J.C.Pura,610247,Lakmagondanahalli,Huliyurdurga PS,12.817328,77.049972,Crime Against Women,Sexual Harassment,High,57,42,Female,ACC787550,59,Female,Yes,Pending Trial,No,24
CR045248,2026-01-12 05:58:39,Evening,525,Bengaluru Urban,5542,Bengaluru North,215361.0,Kittanahalli,612802,Ravuthanahalli,Electronic City PS,12.508634,77.378906,Economic Crime,Forgery,Medium,65,54,Female,ACC00424,37,Male,No,Pending Trial,No,24
CR045249,2025-04-01 00:14:55,Evening,539,Hassan,5558,Arkalgud,218226.0,Handrangi,616695,Handrangi,Konanur PS,12.633769,76.049743,Rural Crime,Sand Mining,Medium,99,22,Male,ACC353923,27,Female,Yes,Closed,No,28
CR045250,2025-06-12 13:45:56,Evening,544,Mandya,5547,Nagamangala,219386.0,Mannahalli,613999,Mannahalli,K.R. Pet Town PS,12.655807,76.506388,Property Crime,House Burglary,Medium,43,18,Female,ACC00177,31,Male,No,Charge Sheet Filed,No,47
CR045251,2024-09-19 13:22:34,Afternoon,544,Mandya,5551,Maddur,219262.0,Koolagere,614648,Hannahalli Doddi,Mandya East PS,12.537289,76.894782,Rural Crime,Cattle Theft,Medium,52,27,Male,ACC00450,67,Female,No,Closed,No,59
CR045252,2025-09-15 06:08:02,Evening,539,Hassan,5558,Arkalgud,218216.0,Agrahara,616653,Lingapura,Hassan CEN Crime PS,13.322337,76.253952,Cyber Crime,UPI Fraud,Medium,40,75,Female,ACC00053,61,Female,No,Closed,Yes,51
CR045253,2025-05-09 13:31:49,Evening,537,Gadag,5470,Gadag,217774.0,Kanaginahal,602010,Kanaginahal,Betageri PS,15.443933,75.635416,Violent Crime,Murder,Critical,59,35,Male,ACC00330,28,Male,Yes,Closed,Yes,6
CR045254,2025-03-21 11:32:34,Afternoon,539,Hassan,5554,Belur,218308.0,Hunuganahalli,615121,Naganhalli,Arasikere Town PS,13.306954,76.252485,Violent Crime,Attempt to Murder,Critical,95,64,Male,ACC00322,48,Female,Yes,Charge Sheet Filed,No,10
CR045255,2025-12-17 09:45:21,Evening,528,Ballari,5501,Sandur,216255.0,Kalingeri,604982,Thippanamaradi,P.D. Halli PS,15.152813,77.052434,Violent Crime,Assault,Critical,16,40,Female,ACC836690,28,Male,Yes,Under Investigation,No,9
CR045256,2025-04-22 06:09:51,Night,539,Hassan,5558,Arkalgud,218229.0,Honnavalli,616593,Nelamane,Sakaleshpura Rural PS,12.9245,75.798886,Rural Crime,Crop Theft,Medium,63,18,Male,ACC038964,40,Male,Yes,Under Investigation,No,53
CR045257,2024-12-03 06:09:27,Evening,548,Tumakuru,5539,Tiptur,220331.0,Gungurmalle,612175,G.Mallenahalli,Sira PS,13.461706,76.541723,Crime Against Women,Stalking,High,37,61,Female,ACC00249,25,Female,Yes,Closed,Yes,28
CR045258,2025-10-21 00:45:26,Night,527,Belagavi,5442,Ramdurg,216069.0,Thorangatti,598362,Toranagatti,Mudalgi PS,16.342144,74.95064,Economic Crime,Financial Fraud,Medium,74,48,Female,ACC00224,25,Male,No,Under Investigation,Yes,59
CR045259,2024-09-05 19:47:23,Night,544,Mandya,5547,Nagamangala,219373.0,Devalapura,613949,Settahalli,Pandavapura PS,12.498191,76.661309,Cyber Crime,UPI Fraud,Medium,12,35,Male,ACC00446,34,Male,No,Charge Sheet Filed,No,43
CR045260,2025-11-19 05:16:42,Afternoon,535,Davanagere,5514,Channagiri,217402.0,Ajjihalli,607049,Chikkulikere,Basavanagara PS,14.473914,75.924132,Public Order,Rioting,Medium,17,78,Male,ACC00353,29,Female,Yes,Closed,Yes,37
CR045261,2025-12-14 16:38:04,Evening,542,Kolar,5590,Srinivaspur,219067.0,Thadigol,621504,Kamalavaripalli,Malur PS,12.991455,77.943949,Crime Against Women,Sexual Harassment,High,41,22,Female,ACC00458,39,Male,No,Pending Trial,No,19
CR045262,2024-10-22 05:03:45,Night,545,Mysuru,5569,Piriyapatna,219630.0,Malangi,618277,Mummadikaval,Varuna PS,12.152734,76.495998,Rural Crime,Sand Mining,Medium,47,76,Male,ACC00083,18,Male,No,Pending Trial,No,25
CR045263,2024-07-24 05:57:15,Afternoon,548,Tumakuru,5537,Tumakuru,220358.0,Chikkatotlakere,611349,Hiregundagal,Kallambella PS,13.653629,76.95211,Property Crime,House Burglary,Medium,6,32,Female,ACC602570,28,Female,Yes,Pending Trial,Yes,56
CR045264,2026-04-11 19:30:20,Afternoon,542,Kolar,5590,Srinivaspur,219060.0,Muttakapali,621708,Jokunte,Kamasamudram PS,12.854638,78.207882,Crime Against Women,Domestic Violence,High,74,19,Female,ACC214690,22,Female,Yes,Under Investigation,No,21
CR045265,2026-05-25 20:29:36,Night,545,Mysuru,5575,Tirumakudal - Narsipur,219651.0,Karohatti,619404,Kethahalli,Jayapura PS,12.120111,76.348383,Crime Against Women,Sexual Harassment,High,71,37,Female,ACC00297,52,Male,No,Closed,Yes,24
CR045266,2024-12-25 05:03:39,Night,544,Mandya,5546,Krishnarajpet,219220.0,Hariharapura,613565,Govindegowdanakoppalu,Maddur PS,12.575752,77.028409,Violent Crime,Attempt to Murder,Critical,78,62,Male,ACC350321,22,Female,Yes,Closed,No,13
CR045267,2025-01-13 16:47:32,Afternoon,548,Tumakuru,5541,Kunigal,220198.0,Kodigehalli,612644,Narayanapura,Kora PS,13.279093,77.028318,Cyber Crime,Phishing,Medium,93,34,Male,ACC00225,54,Female,No,Under Investigation,No,34
CR045268,2026-07-02 20:00:14,Night,544,Mandya,5548,Pandavapura,219395.0,Chinakurali,614111,Illenahalli,Malavalli Rural PS,12.397113,77.070877,Crime Against Women,Stalking,High,50,37,Female,ACC00153,63,Male,Yes,Under Investigation,Yes,28
CR045269,2024-07-23 21:46:05,Late Night,635,Yadgir,5587,Shorapur,218129.0,Devatkal,621011,Kade Kamat Konal,Yadgir Traffic PS,16.766303,77.127296,Violent Crime,Robbery,Critical,16,47,Male,ACC226443,46,Male,Yes,Charge Sheet Filed,No,14
CR045270,2025-07-07 11:01:56,Night,527,Belagavi,5439,Khanapur,215958.0,Halaga,597988,Hattarwad,Kakati PS,15.914083,74.525145,Property Crime,Vehicle Theft,Medium,79,68,Male,ACC875237,70,Female,Yes,Charge Sheet Filed,No,27
CR045271,2026-01-20 09:43:39,Evening,539,Hassan,5555,Arsikere,,Unknown,615543,Khandilinganahalli,Channarayapatna Traffic PS,12.888493,76.397437,Property Crime,House Burglary,Medium,39,47,Female,ACC512919,41,Male,No,Under Investigation,Yes,42
CR045272,2026-03-10 04:33:56,Evening,548,Tumakuru,5535,Madhugiri,220247.0,Nerelekere,610714,Katagondanahalli,Patanayakanahalli PS,13.880593,76.921138,Crime Against Women,Sexual Harassment,High,99,60,Female,ACC474737,61,Male,Yes,Charge Sheet Filed,Yes,29
CR045273,2026-03-01 20:48:42,Afternoon,543,Koppal,5466,Gangawati,273126.0,Jangamar Kalgudi,601653,Jangamarkalgudi,Gangavathi Traffic PS,15.40963,76.519858,Crime Against Women,Sexual Harassment,High,75,46,Female,ACC612038,55,Male,Yes,Pending Trial,Yes,29
CR045274,2024-09-12 06:27:10,Morning,544,Mandya,5551,Maddur,219244.0,Bharathinagar,614633,Gudigere,Halagur PS,12.436389,77.216377,Cyber Crime,OTP Scam,Medium,88,55,Male,ACC321094,44,Female,No,Charge Sheet Filed,No,33
CR045275,2024-11-22 05:54:45,Night,525,Bengaluru Urban,5543,Bengaluru South,215376.0,Chikkanahalli,612987,Sulivara Ramapura,Hebbagodi PS,12.843558,77.688414,Public Order,Illegal Liquor,Medium,19,43,Female,ACC443849,34,Female,No,Closed,Yes,52
CR045276,2025-04-14 00:43:51,Morning,539,Hassan,5558,Arkalgud,218220.0,Bychanahalli,616663,Devipura,Hassan Traffic PS,12.989053,76.130876,Crime Against Women,Sexual Harassment,High,62,18,Female,ACC00296,27,Female,Yes,Under Investigation,Yes,30
CR045277,2025-01-10 11:24:08,Morning,538,Kalaburagi,5580,Aland,217906.0,Kodalhangarga,620034,Yelinawadgi,Chowk PS,17.350169,76.818327,Crime Against Women,Domestic Violence,High,32,48,Female,ACC00358,56,Female,Yes,Closed,No,26
CR045278,2026-05-08 00:04:31,Evening,535,Davanagere,5514,Channagiri,217455.0,Siddanamatha,606952,Thopenahalli,Hadadi PS,14.357873,75.875254,Violent Crime,Murder,Critical,61,63,Male,ACC00404,37,Female,Yes,Under Investigation,Yes,15
CR045279,2025-12-24 15:42:07,Afternoon,535,Davanagere,5513,Honnali,,Unknown,606824,Devanayakanahalli,Honnali PS,14.252095,75.65281,Crime Against Women,Domestic Violence,High,38,68,Female,ACC00002,66,Male,Yes,Pending Trial,Yes,17
CR045280,2026-04-26 09:20:01,Night,542,Kolar,5593,Bangarapet,218817.0,Soolikunte,622466,Krishnapuradinne,Bethamangala PS,13.003512,78.32162,Property Crime,Chain Snatching,Medium,31,28,Female,ACC796115,63,Female,Yes,Charge Sheet Filed,Yes,30
CR045281,2026-03-19 14:34:04,Night,524,Bagalkote,7063,Rabakavi Banahatti,215295.0,Kesarkoppa,598547,Kesrakoppa,Bagalkot Town PS,16.113503,75.637682,Violent Crime,Robbery,Critical,32,35,Male,ACC00256,50,Male,Yes,Under Investigation,Yes,14
CR045282,2025-05-14 17:09:51,Afternoon,631,Bengaluru South,5608,Kanakapura,215524.0,Kadahalli,626542,Dunthuru,Kanakapura Rural PS,12.562998,77.410355,Crime Against Women,Domestic Violence,High,48,39,Female,ACC747453,26,Female,Yes,Closed,No,15
CR045283,2026-04-03 23:12:23,Morning,527,Belagavi,5434,Athni,215655.0,Sambaragi,597255,Sambaragi,Market PS,15.866532,74.51697,Crime Against Women,Stalking,High,79,70,Female,ACC238852,29,Female,Yes,Pending Trial,No,23
CR045284,2026-01-20 20:21:26,Evening,548,Tumakuru,5541,Kunigal,220197.0,Kodavathi,612718,Sugganahalli,Kolala PS,13.204433,77.171253,Crime Against Women,Stalking,High,30,35,Female,ACC700306,60,Male,Yes,Pending Trial,Yes,23
CR045285,2026-04-23 21:49:45,Afternoon,548,Tumakuru,5533,Sira,220303.0,Hullikunte,610282,Kotti,Arasikere PS,14.676292,76.063863,Public Order,Rioting,Medium,7,50,Female,ACC00105,31,Female,No,Closed,No,56
CR045286,2026-02-09 02:28:49,Evening,529,Bidar,5456,Aurad,216315.0,Jojna,600101,Borgi (Janwada),Humnabad Traffic PS,17.787596,77.116225,Economic Crime,Cheating,Medium,10,60,Male,ACC00305,24,Male,Yes,Under Investigation,No,54
CR045287,2025-02-19 06:43:48,Afternoon,532,Chikkamagaluru,5529,Kadur,216859.0,Jiganehalli,609545,Panchehosahalli,Koppa PS,12.713937,76.961091,Property Crime,House Burglary,Medium,5,64,Male,ACC00207,61,Female,Yes,Pending Trial,No,51
CR045288,2025-11-16 14:47:29,Night,539,Hassan,5553,Sakleshpur,218444.0,Heggadde,614873,Heggadde,Arehalli PS,13.014138,75.810601,Property Crime,House Burglary,Medium,38,25,Male,ACC00026,18,Male,Yes,Pending Trial,Yes,27
CR045289,2024-09-20 14:27:17,Afternoon,543,Koppal,5465,Kushtagi,219156.0,Kabbaragi,601426,Usalkoppa,Koppal Town PS,15.345587,76.133688,Crime Against Women,Sexual Harassment,High,61,49,Female,ACC00189,57,Male,Yes,Charge Sheet Filed,Yes,24
CR045290,2025-04-02 04:45:02,Afternoon,545,Mysuru,5572,Mysuru,219546.0,Jayapura,618764,Kellahalli,Hebbal PS,13.056443,77.587007,Public Order,Illegal Gambling,Medium,44,75,Female,ACC490585,34,Female,No,Pending Trial,No,49
CR045291,2026-04-21 08:54:48,Evening,541,Kodagu,5567,Somvarpet,218700.0,Gowdalli,923961,Basavakoppa,Somwarpet PS,12.506757,75.826203,Economic Crime,Forgery,Medium,19,67,Female,ACC206657,27,Female,Yes,Closed,Yes,29
CR045292,2026-06-03 17:06:09,Morning,535,Davanagere,5512,Davanagere,217481.0,Iguru,606608,Lingapura,Jagalur PS,14.497992,76.332654,Cyber Crime,Phishing,Medium,41,43,Male,ACC665953,37,Male,Yes,Under Investigation,Yes,20
CR045293,2025-04-10 08:48:16,Afternoon,537,Gadag,5472,Mundargi,,Unknown,602174,Byalawadgi,Gadag Traffic PS,15.403913,75.625172,Economic Crime,Forgery,Medium,64,18,Female,ACC00439,59,Female,No,Under Investigation,Yes,49
CR045294,2025-08-12 17:32:03,Afternoon,535,Davanagere,5509,Harihar,217551.0,Kondajji,606270,Kurubarahalli,Bilichodu PS,14.493501,76.178624,Cyber Crime,Phishing,Medium,23,53,Male,ACC374048,48,Female,Yes,Under Investigation,No,55
CR045295,2026-01-09 13:11:57,Night,532,Chikkamagaluru,5530,Chikkamagaluru,,Unknown,609754,Jakkerikaval,Koppa PS,12.698919,76.973293,Crime Against Women,Domestic Violence,High,78,47,Female,ACC00305,35,Female,Yes,Pending Trial,No,29
CR045296,2025-10-20 00:57:24,Morning,525,Bengaluru Urban,5544,Bengaluru East,215386.0,Manduru,613093,Kodigehalli,J.C. Nagar PS,13.001501,77.577099,Cyber Crime,Phishing,Medium,39,48,Female,ACC00213,41,Female,Yes,Under Investigation,No,36
CR045297,2024-09-15 23:43:45,Night,539,Hassan,5559,Hole Narsipur,218414.0,Halekote,616798,Halekote,Channarayapatna Rural PS,12.931121,76.375733,Cyber Crime,UPI Fraud,Medium,17,60,Male,ACC00154,39,Female,Yes,Closed,No,25
CR045298,2025-01-06 17:57:40,Evening,544,Mandya,5546,Krishnarajpet,219207.0,Akkihebbalu,613612,Machaholalu,Bellur PS,12.99281,76.747026,Violent Crime,Murder,Critical,52,50,Male,ACC111052,39,Male,Yes,Pending Trial,No,8
CR045299,2024-09-06 12:56:58,Evening,536,Dharwad,5475,Hubballi,217671.0,Belagali,602421,Pale,Dharwad Traffic PS,15.456195,75.02213,Public Order,Illegal Gambling,Medium,19,23,Female,ACC517420,64,Female,Yes,Charge Sheet Filed,Yes,38
CR045300,2026-01-01 08:00:52,Night,547,Shivamogga,5515,Sagar,219932.0,Talavata,607152,Honnemaradu,Vinobanagara PS,13.965446,75.544941,Rural Crime,Cattle Theft,Medium,53,62,Female,ACC518452,51,Male,Yes,Under Investigation,Yes,60
CR045301,2025-06-13 06:34:35,Morning,535,Davanagere,5512,Davanagere,217489.0,Kudaganuru,606664,Kodaganur,Azad Nagar PS,14.461998,75.941336,Crime Against Women,Stalking,High,24,57,Female,ACC00274,36,Female,Yes,Pending Trial,No,28
CR045302,2024-08-06 02:47:40,Evening,630,Chikkaballapura,5600,Chintamani,218868.0,Muragamalla,624496,Duganarepalli,Nandi Giridhama PS,13.399614,77.715841,Crime Against Women,Domestic Violence,High,17,66,Female,ACC361659,32,Male,Yes,Pending Trial,No,25
CR045303,2025-04-27 09:57:15,Night,544,Mandya,5549,Shrirangapattana,219435.0,Thadagavadi,614264,Chikkaharohalli,Mandya Traffic PS,12.525741,76.899266,Public Order,Rioting,Medium,34,19,Male,ACC006927,43,Female,Yes,Closed,Yes,39
CR045304,2026-03-22 14:31:22,Evening,537,Gadag,5470,Gadag,217763.0,Belahooda,601996,Madaganur,Gadag Traffic PS,15.408436,75.624272,Property Crime,House Burglary,Medium,29,69,Female,ACC987032,26,Male,Yes,Charge Sheet Filed,No,46
CR045305,2024-11-15 18:49:49,Night,531,Chamarajanagar,7077,Hanur,216758.0,Kurattihosuru,619883,Dantalli,Chamarajanagar Traffic PS,11.919692,76.926412,Violent Crime,Murder,Critical,51,31,Female,ACC642026,18,Male,Yes,Pending Trial,Yes,12
CR045306,2025-02-13 16:46:31,Afternoon,530,Vijayapura,7070,Chadchan,216588.0,Revatagaon,599165,Hala Halli,Basavan Bagewadi PS,16.4986,75.671432,Cyber Crime,UPI Fraud,Medium,29,30,Female,ACC00406,68,Male,Yes,Under Investigation,No,25
CR045307,2025-09-03 06:50:49,Night,527,Belagavi,5437,Hukkeri,215907.0,Hanchinal,597580,Hanchinal,Hukkeri PS,16.245568,74.609456,Rural Crime,Sand Mining,Medium,19,38,Female,ACC00010,70,Female,Yes,Closed,No,44
CR045308,2026-06-23 18:10:15,Morning,550,Uttara Kannada,5487,Honavar,220632.0,Kodani,603765,Kodani,Honnavara PS,14.279971,74.45616,Public Order,Rioting,Medium,27,31,Female,ACC328182,45,Female,Yes,Closed,No,54
CR045309,2024-10-28 00:58:35,Afternoon,631,Bengaluru South,5605,Magadi,215553.0,Gudemaranahalli,625905,Hakkinalu,Magadi PS,12.936894,77.239489,Public Order,Rioting,Medium,57,43,Male,ACC00018,45,Male,Yes,Under Investigation,No,57
CR045310,2024-11-21 18:07:06,Afternoon,546,Raichur,5463,Sindhnur,273082.0,Hedaginala,601171,Ayyanur,Raichur Traffic PS,16.220198,77.364951,Rural Crime,Sand Mining,Medium,42,49,Female,ACC708301,51,Male,Yes,Pending Trial,Yes,31
CR045311,2024-11-11 02:02:17,Afternoon,534,Dakshina Kannada,5564,Puttur,273298.0,Kudippadi,617687,Kudippadi,Kavoor PS,12.922364,74.865742,Cyber Crime,Phishing,Medium,25,78,Male,ACC005751,25,Male,Yes,Charge Sheet Filed,No,42
CR045312,2025-06-29 13:03:05,Afternoon,546,Raichur,5461,Raichur,219781.0,Jagir Venkatapur,600812,Raghunathanhalli,Raichur Traffic PS,16.206535,77.359267,Violent Crime,Murder,Critical,85,40,Female,ACC086289,44,Female,Yes,Charge Sheet Filed,Yes,6
CR045313,2024-10-05 05:46:15,Afternoon,535,Davanagere,5509,Harihar,217537.0,Bannikodu,606280,Shamshipura,Honnali PS,14.238379,75.678154,Public Order,Illegal Liquor,Medium,83,77,Male,ACC00081,26,Male,Yes,Pending Trial,Yes,29
CR045314,2025-02-06 10:27:04,Afternoon,535,Davanagere,5512,Davanagere,217476.0,Hebbalu,606644,Neerthadi,Gandhi Nagar PS,14.485243,75.932182,Cyber Crime,Phishing,Medium,39,66,Female,ACC109480,65,Male,Yes,Charge Sheet Filed,No,57
CR045315,2025-02-28 19:32:16,Afternoon,536,Dharwad,5477,Kundgol,217716.0,Goudageri,602576,Sankalipur,Kamaripeth PS,15.338901,75.130612,Rural Crime,Sand Mining,Medium,17,59,Female,ACC207934,63,Female,No,Under Investigation,Yes,53
CR045316,2026-05-19 07:17:57,Evening,550,Uttara Kannada,5484,Ankola,220574.0,Harwada,603324,Harwada,Joida PS,15.145698,74.501955,Public Order,Illegal Gambling,Medium,80,47,Male,ACC328757,22,Male,Yes,Closed,No,33
CR045317,2024-11-14 04:54:03,Morning,535,Davanagere,5513,Honnali,217586.0,Kammaragatta,606790,Anjaneyapura,KTJ Nagar PS,14.469462,75.911973,Economic Crime,Forgery,Medium,81,71,Female,ACC00180,25,Male,No,Pending Trial,Yes,36
CR045318,2026-05-11 18:50:37,Afternoon,545,Mysuru,7230,Saligrama,219515.0,Karpoorvally,618510,Munduru,Narasimharaja PS,12.324475,76.682776,Cyber Crime,OTP Scam,Medium,21,79,Male,ACC00018,70,Female,Yes,Pending Trial,Yes,35
